"country","year","gender","age","rank_permanent_inc","nobs_res_1yr_log_chg_by_skill","p9050_res_1yr_log_chg_by_skill","p5010_res_1yr_log_chg_by_skill","p9010_res_1yr_log_chg_by_skill"
"AUS",2012,"Female","45-55",75,13034,0.1383232,0.19070831,0.32903153
"AUS",2012,"Female","45-55",77.5,13034,0.1378004,0.18478331,0.32258371
"AUS",2012,"Female","45-55",80,13034,0.1314989,0.18458501,0.31608391
"AUS",2012,"Female","45-55",82.5,13034,0.13205779,0.1851674,0.31722519
"AUS",2012,"Female","45-55",85,13034,0.1229261,0.18643749,0.3093636
"AUS",2012,"Female","45-55",87.5,13034,0.11311629,0.16050529,0.27362159
"AUS",2012,"Female","45-55",90,13034,0.1116919,0.1500514,0.26174331
"AUS",2012,"Female","45-55",92.5,13034,0.1155431,0.1495931,0.26513621
"AUS",2012,"Female","45-55",95,13034,0.12676941,0.1685195,0.29528892
"AUS",2012,"Female","45-55",97.5,13034,0.15555151,0.22523829,0.38078982
"AUS",2012,"Female","45-55",99,7820,0.1815874,0.28145251,0.4630399
"AUS",2012,"Female","45-55",99.9,4692,0.2082288,0.33669528,0.54492408
"AUS",2012,"Female","45-55",100,521,0.2373428,0.37833738,0.61568022
"AUS",2013,"Female","25-34",2.5,16672,0.81695533,0.55414081,1.3710961
"AUS",2013,"Female","25-34",5,16672,0.71584243,0.54148567,1.2573282
"AUS",2013,"Female","25-34",7.5,16672,0.6620726,0.53808051,1.2001531
"AUS",2013,"Female","25-34",10,16672,0.61187762,0.54184484,1.1537224
"AUS",2013,"Female","25-34",12.5,16672,0.55739278,0.53976458,1.0971574
"AUS",2013,"Female","25-34",15,16672,0.55427212,0.52710789,1.08138
"AUS",2013,"Female","25-34",17.5,16672,0.5175705,0.52783078,1.0454013
"AUS",2013,"Female","25-34",20,16672,0.46925014,0.51417881,0.98342896
"AUS",2013,"Female","25-34",22.5,16672,0.46650976,0.5234738,0.98998356
"AUS",2013,"Female","25-34",25,16671,0.43055773,0.51910609,0.94966382
"AUS",2013,"Female","25-34",27.5,16672,0.40825579,0.49626541,0.90452123
"AUS",2013,"Female","25-34",30,16672,0.39472389,0.4980168,0.89274073
"AUS",2013,"Female","25-34",32.5,16672,0.37363672,0.4758898,0.84952652
"AUS",2013,"Female","25-34",35,16672,0.3592664,0.4723689,0.8316353
"AUS",2013,"Female","25-34",37.5,16672,0.345523,0.47576439,0.82128739
"AUS",2013,"Female","25-34",40,16672,0.32404488,0.46924421,0.79328907
"AUS",2013,"Female","25-34",42.5,16672,0.3196094,0.4816477,0.80125713
"AUS",2013,"Female","25-34",45,16672,0.29911441,0.44734508,0.74645948
"AUS",2013,"Female","25-34",47.5,16672,0.28883541,0.45680541,0.74564081
"AUS",2013,"Female","25-34",50,16671,0.29043043,0.46574861,0.75617898
"AUS",2013,"Female","25-34",52.5,16672,0.28413671,0.45837539,0.74251211
"AUS",2013,"Female","25-34",55,16672,0.27462161,0.44017932,0.71480095
"AUS",2013,"Female","25-34",57.5,16672,0.2666519,0.45187029,0.71852219
"AUS",2013,"Female","25-34",60,16672,0.25379759,0.44196993,0.69576752
"AUS",2013,"Female","25-34",62.5,16672,0.24988081,0.44150597,0.69138682
"AUS",2013,"Female","25-34",65,16672,0.2492421,0.4327786,0.68202066
"AUS",2013,"Female","25-34",67.5,16672,0.2464575,0.45604748,0.70250499
"AUS",2013,"Female","25-34",70,16672,0.24090469,0.45452252,0.69542718
"AUS",2013,"Female","25-34",72.5,16672,0.2344344,0.45919439,0.69362879
"AUS",2013,"Female","25-34",75,16671,0.22265391,0.46671849,0.68937242
"AUS",2013,"Female","25-34",77.5,16672,0.22550818,0.4451493,0.67065752
"AUS",2013,"Female","25-34",80,16672,0.21284661,0.4576717,0.67051828
"AUS",2013,"Female","25-34",82.5,16672,0.20418529,0.44501257,0.64919788
"AUS",2013,"Female","25-34",85,16672,0.1973041,0.4637354,0.66103947
"AUS",2013,"Female","25-34",87.5,16672,0.2043297,0.46174881,0.66607851
"AUS",2013,"Female","25-34",90,16672,0.20338671,0.46857399,0.67196071
"AUS",2013,"Female","25-34",92.5,16672,0.2074029,0.48346913,0.69087201
"AUS",2013,"Female","25-34",95,16672,0.21517771,0.46702978,0.68220747
"AUS",2013,"Female","25-34",97.5,16672,0.24086529,0.4923045,0.73316979
"AUS",2013,"Female","25-34",99,10003,0.27073771,0.55054677,0.82128453
"AUS",2013,"Female","25-34",99.9,6002,0.3072665,0.5948655,0.90213203
"AUS",2013,"Female","25-34",100,666,0.39741361,0.72894734,1.1263609
"AUS",2013,"Female","25-55",2.5,50253,0.73693442,0.4226447,1.1595792
"AUS",2013,"Female","25-55",5,50253,0.62080657,0.41483021,1.0356368
"AUS",2013,"Female","25-55",7.5,50252,0.56705463,0.40869552,0.97575009
"AUS",2013,"Female","25-55",10,50253,0.51726323,0.39217412,0.9094373
"AUS",2013,"Female","25-55",12.5,50253,0.4776383,0.38490438,0.86254269
"AUS",2013,"Female","25-55",15,50252,0.44955021,0.38036379,0.82991397
"AUS",2013,"Female","25-55",17.5,50253,0.42858428,0.3751713,0.80375558
"AUS",2013,"Female","25-55",20,50252,0.41076094,0.37206972,0.7828306
"AUS",2013,"Female","25-55",22.5,50253,0.38747841,0.3643468,0.75182521
"AUS",2013,"Female","25-55",25,50253,0.36751652,0.36184752,0.72936404
"AUS",2013,"Female","25-55",27.5,50252,0.3546533,0.35473531,0.70938861
"AUS",2013,"Female","25-55",30,50253,0.34216541,0.3495172,0.69168258
"AUS",2013,"Female","25-55",32.5,50253,0.3291223,0.3348791,0.66400141
"AUS",2013,"Female","25-55",35,50252,0.31480619,0.3473514,0.6621576
"AUS",2013,"Female","25-55",37.5,50254,0.30652541,0.3302961,0.63682151
"AUS",2013,"Female","25-55",40,50251,0.28930441,0.3285535,0.61785793
"AUS",2013,"Female","25-55",42.5,50253,0.2844463,0.33230919,0.61675549
"AUS",2013,"Female","25-55",45,50253,0.27248159,0.330578,0.60305959
"AUS",2013,"Female","25-55",47.5,50252,0.2676532,0.32868969,0.59634292
"AUS",2013,"Female","25-55",50,50253,0.25704849,0.332701,0.58974952
"AUS",2013,"Female","25-55",52.5,50253,0.25176251,0.3316887,0.58345121
"AUS",2013,"Female","25-55",55,50252,0.2505973,0.33316231,0.58375961
"AUS",2013,"Female","25-55",57.5,50253,0.23874909,0.33277631,0.57152539
"AUS",2013,"Female","25-55",60,50252,0.23137951,0.32639819,0.5577777
"AUS",2013,"Female","25-55",62.5,50253,0.22641861,0.33050069,0.55691934
"AUS",2013,"Female","25-55",65,50253,0.22729248,0.3253924,0.5526849
"AUS",2013,"Female","25-55",67.5,50252,0.22534819,0.33358228,0.55893052
"AUS",2013,"Female","25-55",70,50253,0.22120109,0.34249562,0.56369674
"AUS",2013,"Female","25-55",72.5,50253,0.2095933,0.32987791,0.53947121
"AUS",2013,"Female","25-55",75,50252,0.20407918,0.32846299,0.53254217
"AUS",2013,"Female","25-55",77.5,50253,0.2000017,0.33435071,0.53435242
"AUS",2013,"Female","25-55",80,50252,0.1975942,0.33103919,0.52863336
"AUS",2013,"Female","25-55",82.5,50253,0.1910329,0.3314831,0.52251601
"AUS",2013,"Female","25-55",85,50253,0.19040501,0.32518822,0.51559323
"AUS",2013,"Female","25-55",87.5,50252,0.1915935,0.3075428,0.4991363
"AUS",2013,"Female","25-55",90,50253,0.17967571,0.2964091,0.47608483
"AUS",2013,"Female","25-55",92.5,50253,0.18367331,0.28674108,0.4704144
"AUS",2013,"Female","25-55",95,50252,0.19664811,0.3121973,0.50884539
"AUS",2013,"Female","25-55",97.5,50253,0.22614069,0.34624362,0.5723843
"AUS",2013,"Female","25-55",99,30151,0.25183839,0.39757907,0.64941752
"AUS",2013,"Female","25-55",99.9,18091,0.2793209,0.41695169,0.69627261
"AUS",2013,"Female","25-55",100,2010,0.28802902,0.4567188,0.74474782
"AUS",2013,"Female","35-44",2.5,20490,0.71466291,0.40836751,1.1230304
"AUS",2013,"Female","35-44",5,20490,0.58460784,0.4085373,0.99314511
"AUS",2013,"Female","35-44",7.5,20490,0.54172015,0.39489782,0.93661797
"AUS",2013,"Female","35-44",10,20490,0.49979407,0.37857533,0.87836939
"AUS",2013,"Female","35-44",12.5,20490,0.48308879,0.3726511,0.85573989
"AUS",2013,"Female","35-44",15,20490,0.42602211,0.3624078,0.78842992
"AUS",2013,"Female","35-44",17.5,20490,0.4179123,0.3610121,0.77892441
"AUS",2013,"Female","35-44",20,20490,0.39380729,0.34573931,0.7395466
"AUS",2013,"Female","35-44",22.5,20490,0.38549578,0.3536745,0.73917031
"AUS",2013,"Female","35-44",25,20489,0.36796093,0.34465301,0.71261394
"AUS",2013,"Female","35-44",27.5,20490,0.34656581,0.32987449,0.6764403
"AUS",2013,"Female","35-44",30,20490,0.33368269,0.33041239,0.6640951
"AUS",2013,"Female","35-44",32.5,20490,0.33629489,0.3221553,0.65845019
"AUS",2013,"Female","35-44",35,20490,0.3205649,0.32051781,0.6410827
"AUS",2013,"Female","35-44",37.5,20490,0.30242848,0.32402641,0.62645489
"AUS",2013,"Female","35-44",40,20490,0.29803959,0.29485869,0.59289831
"AUS",2013,"Female","35-44",42.5,20490,0.2876671,0.30039752,0.58806461
"AUS",2013,"Female","35-44",45,20490,0.2829265,0.3043631,0.58728957
"AUS",2013,"Female","35-44",47.5,20490,0.27870938,0.29980439,0.5785138
"AUS",2013,"Female","35-44",50,20489,0.26435149,0.3123309,0.57668239
"AUS",2013,"Female","35-44",52.5,20490,0.2621218,0.30252829,0.56465006
"AUS",2013,"Female","35-44",55,20490,0.2593466,0.31025559,0.56960219
"AUS",2013,"Female","35-44",57.5,20490,0.23559411,0.31524909,0.55084324
"AUS",2013,"Female","35-44",60,20490,0.237451,0.2952933,0.53274429
"AUS",2013,"Female","35-44",62.5,20490,0.23476911,0.3185004,0.55326951
"AUS",2013,"Female","35-44",65,20490,0.2298654,0.30222851,0.53209388
"AUS",2013,"Female","35-44",67.5,20490,0.23112351,0.3092438,0.54036731
"AUS",2013,"Female","35-44",70,20491,0.2209245,0.314926,0.53585052
"AUS",2013,"Female","35-44",72.5,20489,0.21713489,0.30124351,0.51837838
"AUS",2013,"Female","35-44",75,20489,0.2073116,0.30406189,0.51137352
"AUS",2013,"Female","35-44",77.5,20490,0.21152961,0.30907172,0.52060133
"AUS",2013,"Female","35-44",80,20490,0.20012572,0.30225441,0.50238013
"AUS",2013,"Female","35-44",82.5,20490,0.2050157,0.30234462,0.50736034
"AUS",2013,"Female","35-44",85,20490,0.2016072,0.29203159,0.49363881
"AUS",2013,"Female","35-44",87.5,20490,0.1823246,0.29882431,0.4811489
"AUS",2013,"Female","35-44",90,20490,0.18931711,0.28957379,0.4788909
"AUS",2013,"Female","35-44",92.5,20491,0.2022268,0.3150309,0.51725769
"AUS",2013,"Female","35-44",95,20489,0.21540411,0.3290976,0.54450172
"AUS",2013,"Female","35-44",97.5,20490,0.25650272,0.38484049,0.64134324
"AUS",2013,"Female","35-44",99,12294,0.28420699,0.44690329,0.73111027
"AUS",2013,"Female","35-44",99.9,7376,0.30382761,0.45771411,0.76154172
"AUS",2013,"Female","35-44",100,819,0.33065867,0.5136568,0.84431553
"AUS",2013,"Female","45-55",2.5,13091,0.661062,0.34744638,1.0085084
"AUS",2013,"Female","45-55",5,13091,0.51796877,0.33854109,0.85650992
"AUS",2013,"Female","45-55",7.5,13091,0.47474769,0.3207683,0.79551601
"AUS",2013,"Female","45-55",10,13091,0.39655608,0.30481881,0.70137489
"AUS",2013,"Female","45-55",12.5,13091,0.37031901,0.29103929,0.6613583
"AUS",2013,"Female","45-55",15,13090,0.35022521,0.2721858,0.62241101
"AUS",2013,"Female","45-55",17.5,13091,0.3328445,0.2865954,0.6194399
"AUS",2013,"Female","45-55",20,13091,0.323594,0.269153,0.59274703
"AUS",2013,"Female","45-55",22.5,13091,0.28338641,0.25269079,0.5360772
"AUS",2013,"Female","45-55",25,13091,0.27038449,0.26447222,0.53485668
"AUS",2013,"Female","45-55",27.5,13091,0.2585637,0.2442017,0.50276542
"AUS",2013,"Female","45-55",30,13090,0.25508231,0.2448864,0.49996871
"AUS",2013,"Female","45-55",32.5,13091,0.2409095,0.22914679,0.4700563
"AUS",2013,"Female","45-55",35,13092,0.2313652,0.22926649,0.46063173
"AUS",2013,"Female","45-55",37.5,13090,0.22283438,0.22741669,0.4502511
"AUS",2013,"Female","45-55",40,13091,0.21013051,0.2252306,0.43536112
"AUS",2013,"Female","45-55",42.5,13091,0.20549199,0.204855,0.41034698
"AUS",2013,"Female","45-55",45,13090,0.19534221,0.21580729,0.4111495
"AUS",2013,"Female","45-55",47.5,13091,0.1895768,0.199117,0.38869381
"AUS",2013,"Female","45-55",50,13091,0.1792575,0.1989778,0.37823528
"AUS",2013,"Female","45-55",52.5,13091,0.1810357,0.2037686,0.38480431
"AUS",2013,"Female","45-55",55,13091,0.174337,0.2111088,0.3854458
"AUS",2013,"Female","45-55",57.5,13090,0.172712,0.2028417,0.3755537
"AUS",2013,"Female","45-55",60,13091,0.17107891,0.20110489,0.3721838
"AUS",2013,"Female","45-55",62.5,13091,0.16262969,0.19176579,0.35439551
"AUS",2013,"Female","45-55",65,13091,0.15857169,0.1892567,0.34782839
"AUS",2013,"Female","45-55",67.5,13091,0.1545963,0.18947721,0.3440735
"AUS",2013,"Female","45-55",70,13091,0.15224749,0.18568951,0.337937
"AUS",2013,"Female","45-55",72.5,13090,0.14633779,0.1883789,0.33471668
"AUS",2013,"Female","45-55",75,13091,0.13930538,0.16694319,0.30624861
"AUS",2013,"Female","45-55",77.5,13092,0.1401659,0.18481231,0.3249782
"AUS",2013,"Female","45-55",80,13090,0.1381087,0.18043929,0.31854799
"AUS",2013,"Female","45-55",82.5,13091,0.1290523,0.17758009,0.3066324
"AUS",2013,"Female","45-55",85,13091,0.12342049,0.16678581,0.29020631
"AUS",2013,"Female","45-55",87.5,13090,0.11257081,0.15412121,0.26669201
"AUS",2013,"Female","45-55",90,13091,0.1105013,0.14604759,0.25654888
"AUS",2013,"Female","45-55",92.5,13091,0.11503311,0.1586016,0.2736347
"AUS",2013,"Female","45-55",95,13091,0.1310368,0.1776714,0.30870819
"AUS",2013,"Female","45-55",97.5,13091,0.1637287,0.2202854,0.3840141
"AUS",2013,"Female","45-55",99,7854,0.1956095,0.27727851,0.47288799
"AUS",2013,"Female","45-55",99.9,4713,0.22728951,0.32041302,0.54770255
"AUS",2013,"Female","45-55",100,523,0.2874938,0.39719668,0.68469048
"AUS",2014,"Female","25-34",2.5,17328,0.81353712,0.54234171,1.3558788
"AUS",2014,"Female","25-34",5,17327,0.71184903,0.54839152,1.2602406
"AUS",2014,"Female","25-34",7.5,17327,0.66005713,0.53374052,1.1937976
"AUS",2014,"Female","25-34",10,17328,0.599356,0.52596498,1.125321
"AUS",2014,"Female","25-34",12.5,17327,0.57284337,0.52632302,1.0991664
"AUS",2014,"Female","25-34",15,17327,0.52076083,0.51004791,1.0308087
"AUS",2014,"Female","25-34",17.5,17328,0.5079059,0.49435407,1.00226
"AUS",2014,"Female","25-34",20,17327,0.49751109,0.50723708,1.0047482
"AUS",2014,"Female","25-34",22.5,17327,0.49180642,0.49559611,0.98740256
"AUS",2014,"Female","25-34",25,17327,0.45287842,0.50920159,0.96208
"AUS",2014,"Female","25-34",27.5,17328,0.42666149,0.49105731,0.91771877
"AUS",2014,"Female","25-34",30,17327,0.40417281,0.4726916,0.87686443
"AUS",2014,"Female","25-34",32.5,17327,0.3722274,0.48298928,0.85521668
"AUS",2014,"Female","25-34",35,17328,0.3742893,0.47191501,0.84620428
"AUS",2014,"Female","25-34",37.5,17327,0.3538239,0.44641951,0.80024338
"AUS",2014,"Female","25-34",40,17327,0.33345038,0.45178229,0.78523266
"AUS",2014,"Female","25-34",42.5,17328,0.32898679,0.4761458,0.80513263
"AUS",2014,"Female","25-34",45,17327,0.31586123,0.4490844,0.76494563
"AUS",2014,"Female","25-34",47.5,17327,0.30061388,0.44096673,0.74158061
"AUS",2014,"Female","25-34",50,17327,0.28908202,0.45490158,0.74398363
"AUS",2014,"Female","25-34",52.5,17328,0.28270641,0.4460845,0.72879088
"AUS",2014,"Female","25-34",55,17327,0.2731331,0.44651699,0.71965009
"AUS",2014,"Female","25-34",57.5,17327,0.27188933,0.43654388,0.70843321
"AUS",2014,"Female","25-34",60,17328,0.27561897,0.42970037,0.7053194
"AUS",2014,"Female","25-34",62.5,17327,0.25869569,0.445586,0.70428169
"AUS",2014,"Female","25-34",65,17328,0.25720119,0.45628741,0.71348858
"AUS",2014,"Female","25-34",67.5,17327,0.25453389,0.44240472,0.69693863
"AUS",2014,"Female","25-34",70,17327,0.25405809,0.4483214,0.70237947
"AUS",2014,"Female","25-34",72.5,17327,0.25306761,0.44404787,0.69711548
"AUS",2014,"Female","25-34",75,17327,0.2308782,0.44277909,0.6736573
"AUS",2014,"Female","25-34",77.5,17328,0.22997192,0.45395529,0.68392718
"AUS",2014,"Female","25-34",80,17327,0.22787642,0.44922248,0.67709887
"AUS",2014,"Female","25-34",82.5,17327,0.20544739,0.45425099,0.65969837
"AUS",2014,"Female","25-34",85,17328,0.2161229,0.44431949,0.66044235
"AUS",2014,"Female","25-34",87.5,17327,0.21003811,0.4440279,0.65406603
"AUS",2014,"Female","25-34",90,17327,0.2181454,0.47477341,0.69291878
"AUS",2014,"Female","25-34",92.5,17328,0.22399202,0.46042389,0.68441594
"AUS",2014,"Female","25-34",95,17327,0.23096479,0.46751487,0.69847965
"AUS",2014,"Female","25-34",97.5,17327,0.2453894,0.51372123,0.75911057
"AUS",2014,"Female","25-34",99,10397,0.2870065,0.56530648,0.85231304
"AUS",2014,"Female","25-34",99.9,6237,0.3176384,0.59028727,0.90792572
"AUS",2014,"Female","25-34",100,693,0.33379608,0.61302787,0.94682395
"AUS",2014,"Female","25-55",2.5,51445,0.74376655,0.41698158,1.1607481
"AUS",2014,"Female","25-55",5,51444,0.61948472,0.40813041,1.0276151
"AUS",2014,"Female","25-55",7.5,51444,0.5686543,0.39982828,0.96848261
"AUS",2014,"Female","25-55",10,51444,0.52018189,0.38613212,0.90631402
"AUS",2014,"Female","25-55",12.5,51444,0.48202473,0.37189719,0.85392189
"AUS",2014,"Female","25-55",15,51444,0.46912611,0.36785978,0.83698595
"AUS",2014,"Female","25-55",17.5,51444,0.4286949,0.36822498,0.79691994
"AUS",2014,"Female","25-55",20,51444,0.40720147,0.35183999,0.75904149
"AUS",2014,"Female","25-55",22.5,51444,0.39976689,0.35209247,0.75185937
"AUS",2014,"Female","25-55",25,51444,0.381275,0.3513498,0.73262477
"AUS",2014,"Female","25-55",27.5,51444,0.36683059,0.34509271,0.7119233
"AUS",2014,"Female","25-55",30,51444,0.35399622,0.3368915,0.69088769
"AUS",2014,"Female","25-55",32.5,51444,0.34473541,0.3329916,0.67772698
"AUS",2014,"Female","25-55",35,51445,0.31995359,0.3284989,0.64845252
"AUS",2014,"Female","25-55",37.5,51444,0.30806908,0.3364844,0.64455348
"AUS",2014,"Female","25-55",40,51444,0.2984201,0.33154228,0.62996238
"AUS",2014,"Female","25-55",42.5,51444,0.29254049,0.3180033,0.61054379
"AUS",2014,"Female","25-55",45,51444,0.28386259,0.32543349,0.60929608
"AUS",2014,"Female","25-55",47.5,51444,0.27528518,0.3202081,0.59549332
"AUS",2014,"Female","25-55",50,51444,0.27114812,0.32725891,0.59840703
"AUS",2014,"Female","25-55",52.5,51444,0.2636179,0.3331475,0.5967654
"AUS",2014,"Female","25-55",55,51444,0.24971661,0.3271293,0.57684588
"AUS",2014,"Female","25-55",57.5,51444,0.2495763,0.32063469,0.57021099
"AUS",2014,"Female","25-55",60,51444,0.2467801,0.31962329,0.56640339
"AUS",2014,"Female","25-55",62.5,51444,0.2421906,0.32886061,0.57105118
"AUS",2014,"Female","25-55",65,51444,0.23629579,0.33395499,0.57025075
"AUS",2014,"Female","25-55",67.5,51445,0.23122738,0.32367802,0.55490541
"AUS",2014,"Female","25-55",70,51444,0.2304199,0.32663441,0.55705428
"AUS",2014,"Female","25-55",72.5,51444,0.220204,0.3309882,0.55119216
"AUS",2014,"Female","25-55",75,51444,0.21209449,0.3185775,0.53067195
"AUS",2014,"Female","25-55",77.5,51444,0.20983879,0.33106101,0.54089981
"AUS",2014,"Female","25-55",80,51444,0.20010731,0.32064271,0.52074999
"AUS",2014,"Female","25-55",82.5,51444,0.2027203,0.3241688,0.52688909
"AUS",2014,"Female","25-55",85,51444,0.19946191,0.32406899,0.5235309
"AUS",2014,"Female","25-55",87.5,51444,0.1973684,0.3032093,0.50057769
"AUS",2014,"Female","25-55",90,51444,0.19129719,0.28562582,0.47692299
"AUS",2014,"Female","25-55",92.5,51444,0.19587678,0.29349691,0.48937368
"AUS",2014,"Female","25-55",95,51444,0.20729519,0.31602049,0.52331567
"AUS",2014,"Female","25-55",97.5,51444,0.23943159,0.35657582,0.59600741
"AUS",2014,"Female","25-55",99,30867,0.25620759,0.39974791,0.65595549
"AUS",2014,"Female","25-55",99.9,18520,0.27521539,0.42487022,0.70008564
"AUS",2014,"Female","25-55",100,2057,0.30741769,0.41933009,0.72674775
"AUS",2014,"Female","35-44",2.5,20872,0.72386801,0.40163958,1.1255076
"AUS",2014,"Female","35-44",5,20871,0.59824681,0.38599649,0.98424333
"AUS",2014,"Female","35-44",7.5,20872,0.55606419,0.37796241,0.9340266
"AUS",2014,"Female","35-44",10,20871,0.5142749,0.37629849,0.89057338
"AUS",2014,"Female","35-44",12.5,20872,0.47027826,0.35472912,0.82500738
"AUS",2014,"Female","35-44",15,20871,0.45478159,0.3533507,0.80813229
"AUS",2014,"Female","35-44",17.5,20871,0.43132776,0.3474896,0.77881736
"AUS",2014,"Female","35-44",20,20872,0.40893158,0.34087199,0.7498036
"AUS",2014,"Female","35-44",22.5,20871,0.38495821,0.33114821,0.71610641
"AUS",2014,"Female","35-44",25,20872,0.36868432,0.3226546,0.6913389
"AUS",2014,"Female","35-44",27.5,20871,0.3640382,0.33151728,0.69555551
"AUS",2014,"Female","35-44",30,20872,0.35046962,0.32276541,0.673235
"AUS",2014,"Female","35-44",32.5,20871,0.3451142,0.31249291,0.65760708
"AUS",2014,"Female","35-44",35,20871,0.33586663,0.30780119,0.64366782
"AUS",2014,"Female","35-44",37.5,20872,0.31212339,0.31139371,0.6235171
"AUS",2014,"Female","35-44",40,20871,0.29750338,0.3094168,0.60692018
"AUS",2014,"Female","35-44",42.5,20872,0.28952187,0.302441,0.59196287
"AUS",2014,"Female","35-44",45,20871,0.28627151,0.2895565,0.57582802
"AUS",2014,"Female","35-44",47.5,20872,0.27502793,0.29581201,0.57083988
"AUS",2014,"Female","35-44",50,20871,0.27564558,0.29341739,0.56906301
"AUS",2014,"Female","35-44",52.5,20871,0.26338461,0.30280221,0.56618679
"AUS",2014,"Female","35-44",55,20872,0.26320061,0.2977483,0.56094891
"AUS",2014,"Female","35-44",57.5,20871,0.25510621,0.27813959,0.5332458
"AUS",2014,"Female","35-44",60,20872,0.25704351,0.29896599,0.55600953
"AUS",2014,"Female","35-44",62.5,20871,0.2547155,0.30790401,0.56261951
"AUS",2014,"Female","35-44",65,20872,0.24572298,0.29710162,0.54282463
"AUS",2014,"Female","35-44",67.5,20871,0.23902929,0.30300158,0.54203087
"AUS",2014,"Female","35-44",70,20871,0.23304199,0.30230999,0.53535199
"AUS",2014,"Female","35-44",72.5,20872,0.22209191,0.29408389,0.51617581
"AUS",2014,"Female","35-44",75,20871,0.2218256,0.29902461,0.52085018
"AUS",2014,"Female","35-44",77.5,20872,0.219331,0.29511049,0.51444149
"AUS",2014,"Female","35-44",80,20871,0.21744531,0.29714251,0.51458782
"AUS",2014,"Female","35-44",82.5,20872,0.21234348,0.2927779,0.50512141
"AUS",2014,"Female","35-44",85,20871,0.20773581,0.29231101,0.50004679
"AUS",2014,"Female","35-44",87.5,20871,0.20245491,0.2876853,0.4901402
"AUS",2014,"Female","35-44",90,20872,0.19605401,0.28500471,0.48105872
"AUS",2014,"Female","35-44",92.5,20871,0.21623141,0.31336781,0.52959919
"AUS",2014,"Female","35-44",95,20872,0.23251912,0.34291551,0.57543463
"AUS",2014,"Female","35-44",97.5,20871,0.26384717,0.3810451,0.64489233
"AUS",2014,"Female","35-44",99,12523,0.28628999,0.43097878,0.71726882
"AUS",2014,"Female","35-44",99.9,7514,0.30565608,0.4613831,0.76703918
"AUS",2014,"Female","35-44",100,834,0.3336727,0.38371348,0.71738619
"AUS",2014,"Female","45-55",2.5,13246,0.66629124,0.33476621,1.0010574
"AUS",2014,"Female","45-55",5,13245,0.53955877,0.338588,0.87814677
"AUS",2014,"Female","45-55",7.5,13246,0.46045861,0.32320741,0.78366601
"AUS",2014,"Female","45-55",10,13245,0.42672509,0.29741281,0.7241379
"AUS",2014,"Female","45-55",12.5,13245,0.3789103,0.28177071,0.66068101
"AUS",2014,"Female","45-55",15,13246,0.36505139,0.27489859,0.63994998
"AUS",2014,"Female","45-55",17.5,13245,0.33003318,0.26806581,0.59809899
"AUS",2014,"Female","45-55",20,13245,0.30402809,0.26644081,0.5704689
"AUS",2014,"Female","45-55",22.5,13246,0.29890591,0.25733632,0.55624223
"AUS",2014,"Female","45-55",25,13245,0.2767252,0.26643819,0.54316342
"AUS",2014,"Female","45-55",27.5,13245,0.2771925,0.23258689,0.50977939
"AUS",2014,"Female","45-55",30,13246,0.25608021,0.2337205,0.48980069
"AUS",2014,"Female","45-55",32.5,13245,0.24515519,0.21707112,0.4622263
"AUS",2014,"Female","45-55",35,13245,0.23662978,0.2247203,0.46135008
"AUS",2014,"Female","45-55",37.5,13246,0.21966802,0.21256849,0.43223649
"AUS",2014,"Female","45-55",40,13245,0.21000159,0.22110209,0.43110371
"AUS",2014,"Female","45-55",42.5,13245,0.20676039,0.2105144,0.41727477
"AUS",2014,"Female","45-55",45,13246,0.19667789,0.209488,0.4061659
"AUS",2014,"Female","45-55",47.5,13245,0.20052749,0.20437971,0.4049072
"AUS",2014,"Female","45-55",50,13245,0.19767979,0.19668859,0.39436841
"AUS",2014,"Female","45-55",52.5,13246,0.19134361,0.1922923,0.38363591
"AUS",2014,"Female","45-55",55,13245,0.18747181,0.20045748,0.38792929
"AUS",2014,"Female","45-55",57.5,13246,0.1725367,0.1950817,0.36761838
"AUS",2014,"Female","45-55",60,13245,0.1698415,0.1922421,0.36208361
"AUS",2014,"Female","45-55",62.5,13245,0.1660244,0.1879845,0.35400891
"AUS",2014,"Female","45-55",65,13246,0.16590431,0.19100419,0.3569085
"AUS",2014,"Female","45-55",67.5,13245,0.15975,0.18395489,0.34370488
"AUS",2014,"Female","45-55",70,13245,0.1574987,0.1806823,0.33818099
"AUS",2014,"Female","45-55",72.5,13246,0.150319,0.18729921,0.3376182
"AUS",2014,"Female","45-55",75,13245,0.14637311,0.17366201,0.3200351
"AUS",2014,"Female","45-55",77.5,13245,0.1447015,0.1767581,0.32145959
"AUS",2014,"Female","45-55",80,13246,0.1461816,0.16623349,0.31241509
"AUS",2014,"Female","45-55",82.5,13245,0.13604361,0.1768754,0.31291902
"AUS",2014,"Female","45-55",85,13245,0.1244545,0.16095871,0.28541321
"AUS",2014,"Female","45-55",87.5,13246,0.11646001,0.15313269,0.2695927
"AUS",2014,"Female","45-55",90,13245,0.12035459,0.14726511,0.2676197
"AUS",2014,"Female","45-55",92.5,13245,0.122563,0.1678278,0.29039079
"AUS",2014,"Female","45-55",95,13246,0.1325248,0.17795201,0.31047681
"AUS",2014,"Female","45-55",97.5,13245,0.1659452,0.2338915,0.39983672
"AUS",2014,"Female","45-55",99,7947,0.1930535,0.31432498,0.50737846
"AUS",2014,"Female","45-55",99.9,4769,0.2217294,0.33051288,0.55224228
