STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,SECTOR,Institutional sector,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Instruments and assets,TABLE_IDENTIFIER,Table identifier,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,BRA,Brazil,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2011,,-35.012586,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,BRA,Brazil,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2012,,-34.249954,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,BRA,Brazil,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2013,,-32.554112,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,BRA,Brazil,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2014,,-33.036561,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,BRA,Brazil,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2015,,-24.439303,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,BRA,Brazil,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2016,,-30.809259,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,BRA,Brazil,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2017,,-32.956689,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,BRA,Brazil,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2018,,-33.635088,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,BRA,Brazil,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2019,,-43.560143,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2002,,0.22989007,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2003,,-1.1523173,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2004,,-8.2783863,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2005,,-8.2731069,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2006,,-11.263976,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2007,,-12.521906,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,NLD,Netherlands,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,1998,,-94.608942,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,NLD,Netherlands,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,1999,,-93.419145,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,NLD,Netherlands,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2000,,-85.687464,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,NLD,Netherlands,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2001,,-71.234789,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,NLD,Netherlands,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2021,,72.091638,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,NLD,Netherlands,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2022,,54.700952,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,NLD,Netherlands,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2023,,52.085593,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,NLD,Netherlands,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2024,,62.076744,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2010,,-38.118089,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2011,,-35.193038,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2012,,-41.538119,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2013,,-45.041953,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2014,,-41.924582,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2015,,-44.610553,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2016,,-45.033108,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2017,,-45.292528,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2018,,-46.477211,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2019,,-48.61535,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2020,,-47.405523,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2021,,-44.321836,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2022,,-41.977985,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2023,,-41.003011,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2003,,-28.934238,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2004,,-28.580596,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2005,,-30.244782,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2006,,-32.082429,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2007,,-30.450816,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2008,,-36.882,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,MEX,Mexico,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2009,,-35.195285,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,SVK,Slovak Republic,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2002,,-41.302092,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,SVK,Slovak Republic,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2003,,-41.427258,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,SVK,Slovak Republic,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2004,,-42.194234,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,SVK,Slovak Republic,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2005,,-42.247679,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,SVK,Slovak Republic,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2006,,-46.941747,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2011,,-8.7797954,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2012,,-25.406792,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2013,,-14.982477,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2014,,-19.219292,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2015,,-15.950734,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2016,,8.3412456,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2017,,-2.9270841,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2018,,-2.5015054,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2019,,-10.994659,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2020,,-9.3294655,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,1995,,4.7557948,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,GBR,United Kingdom,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,1996,,6.8534593,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,SVK,Slovak Republic,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2013,,-53.31403,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,SVK,Slovak Republic,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2014,,-62.889733,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,SVK,Slovak Republic,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2015,,-63.577921,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,SVK,Slovak Republic,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2016,,-66.412615,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,SVK,Slovak Republic,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2017,,-67.042378,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
