"country","year","gender","age","nobs_res_1yr_log_chg","p9010_res_1yr_log_chg","p9050_res_1yr_log_chg","p5010_res_1yr_log_chg","kelley_res_1yr_log_chg","crows_res_1yr_log_chg"
"AUS",2016,"All genders","39",221452,0.75033468,0.387431,0.36290368,0.032688495,11.471605
"AUS",2017,"All genders","39",227995,0.73311055,0.39282718,0.34028339,0.071672395,11.364618
"AUS",2018,"All genders","39",238540,0.72673225,0.38800481,0.33872747,0.067806728,11.254157
"AUS",2019,"All genders","39",251062,0.72235298,0.36123177,0.36112121,0.00015306452,10.575439
"AUS",2020,"All genders","39",262712,0.7491684,0.38392481,0.36524358,0.024935953,10.506435
"AUS",2021,"All genders","39",270366,0.81202608,0.43058738,0.3814387,0.060525984,9.7762833
"AUS",2022,"All genders","39",NA,NA,NA,NA,NA,NA
"AUS",2002,"Female","39",84456,0.88284779,0.45251283,0.43033499,0.025120802,10.152698
"AUS",2003,"Female","39",82094,0.89313507,0.46454439,0.42859069,0.040255614,9.9577951
"AUS",2004,"Female","39",82524,0.91298389,0.46728182,0.44570211,0.023636466,9.6304026
"AUS",2005,"Female","39",85853,0.93493748,0.49741551,0.43752199,0.064061522,9.6399317
"AUS",2006,"Female","39",88996,0.9575119,0.49957609,0.45793581,0.043488003,9.4570265
"AUS",2007,"Female","39",95456,0.97330099,0.52019167,0.45310929,0.068922542,9.3030558
"AUS",2008,"Female","39",98935,0.98112017,0.49070838,0.49041179,0.00030230009,9.3134584
"AUS",2009,"Female","39",105519,0.92726231,0.43083012,0.49643219,-0.070748121,10.03287
"AUS",2010,"Female","39",104742,0.94055271,0.4884997,0.45205301,0.038750291,9.8925581
"AUS",2011,"Female","39",102221,0.92862225,0.48369309,0.44492912,0.041743528,9.7474699
"AUS",2012,"Female","39",101136,0.93267047,0.45746788,0.47520259,-0.019014975,10.012616
"AUS",2013,"Female","39",99827,0.90706825,0.4442082,0.46286002,-0.020562746,10.192141
"AUS",2014,"Female","39",98692,0.90757751,0.45239493,0.45518258,-0.0030715279,10.158772
"AUS",2015,"Female","39",100323,0.89001751,0.44402498,0.44599253,-0.002210686,9.9741783
"AUS",2016,"Female","39",103028,0.89155757,0.45933279,0.43222481,0.030405197,9.678607
"AUS",2017,"Female","39",106828,0.87028313,0.45799929,0.4122839,0.052529331,9.8296356
"AUS",2018,"Female","39",111831,0.85334682,0.46201319,0.39133361,0.082826316,9.5586786
"AUS",2019,"Female","39",118441,0.85266304,0.43347842,0.4191846,0.016763737,9.0302153
"AUS",2020,"Female","39",124350,0.87706089,0.44769204,0.42936888,0.02089154,9.1863642
"AUS",2021,"Female","39",129663,0.95411688,0.49430835,0.45980853,0.036158908,8.6427908
"AUS",2022,"Female","39",NA,NA,NA,NA,NA,NA
"AUS",2002,"Male","39",101491,0.61940759,0.31600949,0.3033981,0.020360405,12.513771
"AUS",2003,"Male","39",98349,0.61269188,0.32168582,0.29100609,0.050073672,12.412673
"AUS",2004,"Male","39",98745,0.62885851,0.32755461,0.30130392,0.041743398,11.939132
"AUS",2005,"Male","39",103608,0.64749241,0.3496041,0.29788831,0.079870887,11.794441
"AUS",2006,"Male","39",107009,0.67088312,0.35275361,0.31812951,0.051609736,11.829307
"AUS",2007,"Male","39",113193,0.66300678,0.36350441,0.2995024,0.096532963,11.371842
"AUS",2008,"Male","39",116027,0.69184113,0.32578468,0.36605641,-0.058209505,11.576781
"AUS",2009,"Male","39",122418,0.65080643,0.28926712,0.3615393,-0.1110502,12.854258
"AUS",2010,"Male","39",122894,0.63780022,0.35179001,0.28601021,0.10313544,12.370376
"AUS",2011,"Male","39",120897,0.63825321,0.34298611,0.29526711,0.074765004,12.109639
"AUS",2012,"Male","39",119351,0.6491738,0.3218632,0.32731059,-0.008391262,13.029457
"AUS",2013,"Male","39",118848,0.63290215,0.2988877,0.33401442,-0.055501021,13.473587
"AUS",2014,"Male","39",116914,0.63424504,0.29649019,0.33775482,-0.06506101,13.785615
"AUS",2015,"Male","39",116534,0.62941837,0.28595349,0.34346491,-0.091372326,13.418204
"AUS",2016,"Male","39",118424,0.61837202,0.3082681,0.31010392,-0.0029688003,13.322346
"AUS",2017,"Male","39",121167,0.60476971,0.32285309,0.28191662,0.067689352,12.976948
"AUS",2018,"Male","39",126709,0.60737902,0.31067762,0.2967014,0.023010699,12.777269
"AUS",2019,"Male","39",132621,0.59888268,0.2878437,0.311039,-0.038730953,11.92077
"AUS",2020,"Male","39",138362,0.62268627,0.31047148,0.31221482,-0.0027997189,11.901729
"AUS",2021,"Male","39",140703,0.67555428,0.35952291,0.3160314,0.064379007,10.959647
"AUS",2022,"Male","39",NA,NA,NA,NA,NA,NA
"AUS",2002,"All genders","40",190527,0.71826935,0.3710461,0.34722328,0.033166964,11.191718
"AUS",2003,"All genders","40",188970,0.7112202,0.3761701,0.33505011,0.057816122,10.93449
"AUS",2004,"All genders","40",185293,0.72380072,0.38086131,0.34293941,0.052392744,10.605926
"AUS",2005,"All genders","40",189240,0.75274384,0.40796912,0.34477469,0.083952099,10.464415
"AUS",2006,"All genders","40",193884,0.76517868,0.4133454,0.35183328,0.080389217,10.433571
"AUS",2007,"All genders","40",200709,0.77792138,0.4320488,0.34587258,0.11077754,10.103044
"AUS",2008,"All genders","40",214025,0.79768628,0.39770958,0.3999767,-0.0028421227,10.532097
"AUS",2009,"All genders","40",215373,0.74374318,0.3490276,0.39471561,-0.06142981,11.544449
"AUS",2010,"All genders","40",229050,0.7464571,0.40588608,0.34057102,0.087500095,10.940474
"AUS",2011,"All genders","40",232941,0.74064511,0.40092912,0.33971599,0.082648404,11.038468
"AUS",2012,"All genders","40",226569,0.75076222,0.37252229,0.3782399,-0.0076157339,11.526229
"AUS",2013,"All genders","40",222021,0.7361927,0.35656548,0.37962717,-0.03132562,12.045226
"AUS",2014,"All genders","40",219776,0.73305702,0.35734987,0.37570709,-0.025042005,12.172234
"AUS",2015,"All genders","40",216483,0.72710669,0.356143,0.37096369,-0.020383108,11.892974
"AUS",2016,"All genders","40",218800,0.72281039,0.37394348,0.34886691,0.034693148,11.71761
"AUS",2017,"All genders","40",224222,0.70424849,0.38094568,0.32330281,0.081850193,11.52559
"AUS",2018,"All genders","40",231574,0.69116962,0.37279183,0.31837779,0.078727469,11.510578
"AUS",2019,"All genders","40",241945,0.70242107,0.3541736,0.3482475,0.0084366808,10.683315
"AUS",2020,"All genders","40",254230,0.71087641,0.36857289,0.34230351,0.036953509,10.798556
"AUS",2021,"All genders","40",261365,0.78012443,0.41848001,0.36164442,0.072854519,10.10637
"AUS",2022,"All genders","40",NA,NA,NA,NA,NA,NA
"AUS",2002,"Female","40",87608,0.83520699,0.43667319,0.39853379,0.045664612,10.217185
"AUS",2003,"Female","40",86947,0.83246326,0.43473902,0.39772421,0.044464201,10.082209
"AUS",2004,"Female","40",85295,0.85400683,0.44129473,0.4127121,0.033468857,9.942771
"AUS",2005,"Female","40",86893,0.87455177,0.46981242,0.40473938,0.074407309,9.7616463
"AUS",2006,"Female","40",89266,0.88736254,0.47702792,0.41033462,0.075159028,9.6869278
"AUS",2007,"Female","40",92636,0.91007608,0.49771687,0.41235921,0.09379179,9.5259609
"AUS",2008,"Female","40",99423,0.92532444,0.4680528,0.45727161,0.011651264,9.5506706
"AUS",2009,"Female","40",100248,0.86574173,0.40882528,0.45691642,-0.055549067,10.32594
"AUS",2010,"Female","40",106787,0.87159252,0.46215433,0.40943819,0.060482547,10.089423
"AUS",2011,"Female","40",108037,0.87137508,0.46697336,0.40440172,0.071807936,9.931057
"AUS",2012,"Female","40",104464,0.86661243,0.42719993,0.4394125,-0.014092314,10.411892
"AUS",2013,"Female","40",102383,0.84560013,0.41669562,0.4289045,-0.014438123,10.523044
"AUS",2014,"Female","40",101325,0.84143257,0.42811489,0.41331768,0.017585736,10.505347
"AUS",2015,"Female","40",100258,0.83892536,0.43115568,0.40776971,0.027876105,10.212578
"AUS",2016,"Female","40",102439,0.83693492,0.4427709,0.39416403,0.058077242,10.071825
"AUS",2017,"Female","40",105350,0.82097381,0.44228652,0.37868729,0.077468038,10.055805
"AUS",2018,"Female","40",109544,0.79360002,0.43405432,0.35954571,0.093886852,9.9247017
"AUS",2019,"Female","40",114586,0.80521011,0.4138355,0.39137462,0.027894432,9.2951975
"AUS",2020,"Female","40",120749,0.82448202,0.43019491,0.39428711,0.043551955,9.5175714
"AUS",2021,"Female","40",125409,0.90482605,0.48059648,0.42422959,0.062295832,9.1323938
"AUS",2022,"Female","40",NA,NA,NA,NA,NA,NA
"AUS",2002,"Male","40",102919,0.60827553,0.303175,0.3051005,-0.0031655033,12.489053
"AUS",2003,"Male","40",102023,0.59232998,0.30512902,0.28720099,0.03026697,12.561082
"AUS",2004,"Male","40",99998,0.60643572,0.31769511,0.28874061,0.047745384,11.838392
"AUS",2005,"Male","40",102347,0.63306528,0.3359471,0.29711819,0.061334763,12.172813
"AUS",2006,"Male","40",104618,0.64603519,0.34354588,0.30248931,0.063551605,11.969143
"AUS",2007,"Male","40",108073,0.65234089,0.359559,0.29278189,0.10236536,11.374121
"AUS",2008,"Male","40",114602,0.67650414,0.32202721,0.3544769,-0.047966734,11.697062
"AUS",2009,"Male","40",115125,0.62912089,0.28203589,0.347085,-0.10339684,12.81881
"AUS",2010,"Male","40",122263,0.62928289,0.34218979,0.2870931,0.087554716,12.330044
"AUS",2011,"Male","40",124904,0.62310219,0.3356038,0.28749838,0.077203095,12.389153
"AUS",2012,"Male","40",122105,0.64414787,0.31377888,0.330369,-0.025755139,12.980945
"AUS",2013,"Male","40",119638,0.62928867,0.2911883,0.3381004,-0.074547827,13.790999
"AUS",2014,"Male","40",118451,0.6274327,0.28592578,0.3415069,-0.088584997,13.976476
"AUS",2015,"Male","40",116225,0.622428,0.2784079,0.3440201,-0.10541331,13.476226
"AUS",2016,"Male","40",116361,0.6129666,0.29942712,0.31353948,-0.023023037,13.390529
"AUS",2017,"Male","40",118872,0.5933094,0.31526268,0.2780467,0.062726088,13.202842
"AUS",2018,"Male","40",122030,0.59022427,0.30480719,0.28541708,0.032852098,13.214206
"AUS",2019,"Male","40",127359,0.60239983,0.29063129,0.31176847,-0.035088286,12.026175
"AUS",2020,"Male","40",133481,0.59967136,0.29818729,0.30148411,-0.005497715,12.098295
"AUS",2021,"Male","40",135956,0.6631279,0.3549962,0.30813169,0.070671901,11.272769
"AUS",2022,"Male","40",NA,NA,NA,NA,NA,NA
"AUS",2002,"All genders","41",193173,0.68548959,0.3611488,0.32434079,0.053695947,11.137863
"AUS",2003,"All genders","41",193855,0.68963629,0.36707398,0.32256231,0.064543694,11.129069
"AUS",2004,"All genders","41",193951,0.69748211,0.37581122,0.32167089,0.077622533,10.636971
"AUS",2005,"All genders","41",193556,0.71897107,0.39867067,0.3203004,0.10900337,10.532158
"AUS",2006,"All genders","41",194220,0.7377612,0.40596861,0.33179259,0.10054204,10.537955
"AUS",2007,"All genders","41",199104,0.7428484,0.41390422,0.32894421,0.1143706,10.045716
"AUS",2008,"All genders","41",205947,0.76974088,0.3867549,0.38298598,0.0048963502,10.622305
"AUS",2009,"All genders","41",214303,0.71396732,0.33681422,0.3771531,-0.056499608,11.540545
"AUS",2010,"All genders","41",216651,0.71781731,0.39258769,0.32522961,0.093837351,11.087947
"AUS",2011,"All genders","41",234143,0.71340942,0.38774851,0.32566088,0.087029442,11.092772
"AUS",2012,"All genders","41",236708,0.71345699,0.3650319,0.34842509,0.023276536,11.8052
"AUS",2013,"All genders","41",228106,0.71173477,0.34908062,0.36265421,-0.01907113,12.278677
"AUS",2014,"All genders","41",223481,0.70451486,0.3529295,0.35158539,0.0019078583,12.396688
"AUS",2015,"All genders","41",220810,0.70481253,0.35042599,0.35438651,-0.005619253,12.102542
"AUS",2016,"All genders","41",218418,0.6890735,0.36111552,0.32795799,0.048119001,11.840296
"AUS",2017,"All genders","41",221679,0.6747207,0.37085912,0.30386159,0.099296682,11.789446
"AUS",2018,"All genders","41",227237,0.66390502,0.36008552,0.30381951,0.084750086,11.698032
"AUS",2019,"All genders","41",234830,0.67131341,0.34467629,0.32663712,0.026871454,10.87351
"AUS",2020,"All genders","41",244939,0.68951237,0.36444491,0.32506749,0.057109084,11.036159
"AUS",2021,"All genders","41",252662,0.74338698,0.40157819,0.3418088,0.08040145,10.192526
"AUS",2022,"All genders","41",NA,NA,NA,NA,NA,NA
"AUS",2002,"Female","41",90127,0.7752142,0.41261098,0.36260319,0.064508349,10.042833
"AUS",2003,"Female","41",90191,0.78446102,0.42070863,0.36375239,0.072605558,10.152477
"AUS",2004,"Female","41",90349,0.80299383,0.42920312,0.37379071,0.06900727,9.8349466
"AUS",2005,"Female","41",89978,0.82456577,0.45941108,0.36515468,0.11431035,9.7019987
"AUS",2006,"Female","41",90569,0.8365984,0.46984577,0.36675259,0.12322899,9.6941013
"AUS",2007,"Female","41",92985,0.85285294,0.46751693,0.38533598,0.096360043,9.476676
"AUS",2008,"Female","41",96622,0.87501431,0.45187709,0.42313719,0.032845061,9.8003979
"AUS",2009,"Female","41",100767,0.81236082,0.39135933,0.42100149,-0.036488913,10.324781
"AUS",2010,"Female","41",101632,0.82091433,0.44197422,0.37894011,0.076785259,10.189798
"AUS",2011,"Female","41",110066,0.81212139,0.44222599,0.3698954,0.089063771,10.013704
"AUS",2012,"Female","41",110638,0.80521488,0.4167071,0.38850781,0.035020821,10.541656
"AUS",2013,"Female","41",105953,0.80065727,0.4057979,0.39485937,0.013661932,11.049593
"AUS",2014,"Female","41",104075,0.7858972,0.41290671,0.37299049,0.050790634,10.785923
"AUS",2015,"Female","41",103155,0.78666973,0.4132376,0.3734321,0.050600018,10.532876
"AUS",2016,"Female","41",102546,0.78034961,0.42402163,0.35632798,0.086747847,10.229199
"AUS",2017,"Female","41",104855,0.76291943,0.4221029,0.3408165,0.10654651,10.416954
"AUS",2018,"Female","41",107770,0.74992704,0.41451171,0.3354153,0.10547213,10.227139
"AUS",2019,"Female","41",112257,0.76499081,0.4035778,0.361413,0.05511805,9.5532646
"AUS",2020,"Female","41",116704,0.77346241,0.41725549,0.35620689,0.078928977,9.8362665
"AUS",2021,"Female","41",121621,0.84665006,0.45540136,0.3912487,0.075772345,9.2510605
"AUS",2022,"Female","41",NA,NA,NA,NA,NA,NA
"AUS",2002,"Male","41",103046,0.59190089,0.30030009,0.29160079,0.01469722,12.645902
"AUS",2003,"Male","41",103664,0.59344858,0.30327889,0.29016972,0.022089828,12.698838
"AUS",2004,"Male","41",103602,0.59275258,0.3124761,0.28027651,0.054322146,11.885697
"AUS",2005,"Male","41",103578,0.61401182,0.33101133,0.2830005,0.078192025,12.156548
"AUS",2006,"Male","41",103651,0.64150238,0.34178439,0.29971799,0.06557481,11.930762
"AUS",2007,"Male","41",106119,0.63166428,0.34927368,0.28239059,0.10588392,11.634089
"AUS",2008,"Male","41",109325,0.6679821,0.3156032,0.35237888,-0.055054884,11.564858
"AUS",2009,"Male","41",113536,0.61837482,0.2770991,0.34127572,-0.10378271,12.803462
"AUS",2010,"Male","41",115019,0.62032801,0.33870801,0.28162,0.092028759,12.503111
"AUS",2011,"Male","41",124077,0.61876488,0.3309145,0.28785041,0.069596849,12.608655
"AUS",2012,"Male","41",126070,0.62662792,0.30982208,0.31680581,-0.011144934,13.355268
"AUS",2013,"Male","41",122153,0.62141705,0.28531641,0.33610061,-0.081723221,13.836435
"AUS",2014,"Male","41",119406,0.62019831,0.28542569,0.33477262,-0.07956636,13.964036
"AUS",2015,"Male","41",117655,0.62033081,0.28000641,0.3403244,-0.097235203,13.568133
"AUS",2016,"Male","41",115872,0.60090351,0.29397681,0.3069267,-0.021550687,13.535607
"AUS",2017,"Male","41",116824,0.58744335,0.3154884,0.27195498,0.074106574,13.364275
"AUS",2018,"Male","41",119467,0.57493401,0.2978735,0.27706051,0.036200657,13.305203
"AUS",2019,"Male","41",122573,0.5781002,0.2817421,0.29635811,-0.025282836,12.144207
"AUS",2020,"Male","41",128235,0.60464382,0.30504599,0.2995978,0.0090105813,12.300059
"AUS",2021,"Male","41",131041,0.6406908,0.34143829,0.29925251,0.065844215,11.295665
"AUS",2022,"Male","41",NA,NA,NA,NA,NA,NA
"AUS",2002,"All genders","42",193331,0.65403742,0.34104329,0.31299412,0.042886186,11.417149
"AUS",2003,"All genders","42",196241,0.65734768,0.35253242,0.30481529,0.072590388,11.252553
"AUS",2004,"All genders","42",198755,0.67028618,0.35804209,0.31224412,0.068326004,10.688545
"AUS",2005,"All genders","42",202368,0.69022751,0.38364342,0.30658409,0.11164337,10.613007
"AUS",2006,"All genders","42",198494,0.70721626,0.38832399,0.3188923,0.09817604,10.816975
"AUS",2007,"All genders","42",199130,0.7184701,0.40516999,0.3133001,0.12786877,10.169224
"AUS",2008,"All genders","42",204394,0.73937607,0.37307489,0.36630118,0.0091613866,10.882936
"AUS",2009,"All genders","42",206166,0.69128227,0.32848969,0.36279261,-0.049622159,11.694608
"AUS",2010,"All genders","42",215656,0.69158792,0.37787181,0.31371611,0.092765786,11.182897
"AUS",2011,"All genders","42",221531,0.68782961,0.37580168,0.3120279,0.092717409,11.200237
"AUS",2012,"All genders","42",238053,0.69242018,0.35344619,0.338974,0.020900873,11.865335
"AUS",2013,"All genders","42",238529,0.67843229,0.33061379,0.34781849,-0.025359498,12.434679
"AUS",2014,"All genders","42",229486,0.67934221,0.33615589,0.34318632,-0.010348875,12.595612
"AUS",2015,"All genders","42",224530,0.67966038,0.33673909,0.34292129,-0.0090960041,12.384259
"AUS",2016,"All genders","42",222746,0.66202712,0.34562588,0.31640118,0.044144254,12.036128
"AUS",2017,"All genders","42",221194,0.64344209,0.35752478,0.28591728,0.11128818,11.945943
"AUS",2018,"All genders","42",224481,0.63198376,0.34828371,0.28370011,0.10219187,11.848172
"AUS",2019,"All genders","42",230410,0.64685202,0.33048058,0.31637138,0.021812091,11.045364
"AUS",2020,"All genders","42",238037,0.6688686,0.34662288,0.32224572,0.036445376,11.289896
"AUS",2021,"All genders","42",243885,0.72054863,0.39292142,0.32762718,0.090617388,10.536295
"AUS",2022,"All genders","42",NA,NA,NA,NA,NA,NA
"AUS",2002,"Female","42",91482,0.73233801,0.38734969,0.34498832,0.057844024,10.173378
"AUS",2003,"Female","42",92685,0.74513912,0.40201002,0.3431291,0.079020046,10.239161
"AUS",2004,"Female","42",93678,0.75745392,0.40322781,0.35422611,0.064692639,9.8906794
"AUS",2005,"Female","42",95067,0.7740469,0.43534559,0.33870131,0.12485585,9.817668
"AUS",2006,"Female","42",93615,0.79611969,0.44248581,0.35363388,0.11160625,9.8993044
"AUS",2007,"Female","42",94233,0.80321312,0.45287508,0.35033801,0.12765861,9.4692793
"AUS",2008,"Female","42",96954,0.82274139,0.4331674,0.38957399,0.052985553,9.8557663
"AUS",2009,"Female","42",97735,0.76891696,0.37535569,0.3935613,-0.023676956,10.65629
"AUS",2010,"Female","42",102254,0.77761751,0.42564493,0.35197258,0.094741121,10.412282
"AUS",2011,"Female","42",104634,0.76168346,0.41903877,0.34264469,0.10029636,10.497416
"AUS",2012,"Female","42",112804,0.75700963,0.39135268,0.36565691,0.033943783,10.877644
"AUS",2013,"Female","42",112384,0.74889946,0.3833428,0.36555672,0.023749631,11.093404
"AUS",2014,"Female","42",108000,0.74884367,0.39245278,0.35639089,0.048156757,11.072108
"AUS",2015,"Female","42",106020,0.74042034,0.39513731,0.34528303,0.067332402,10.857355
"AUS",2016,"Female","42",105591,0.7386446,0.4049702,0.3336744,0.096522465,10.571902
"AUS",2017,"Female","42",105136,0.72492695,0.4097352,0.31519181,0.13041782,10.610226
"AUS",2018,"Female","42",107231,0.70049959,0.39946461,0.30103499,0.14051346,10.600489
"AUS",2019,"Female","42",110395,0.71695042,0.38148311,0.33546728,0.064182721,9.8403549
"AUS",2020,"Female","42",114595,0.73749638,0.39637178,0.34112459,0.07491181,10.109502
"AUS",2021,"Female","42",117933,0.79497337,0.433155,0.3618184,0.089734577,9.5911665
"AUS",2022,"Female","42",NA,NA,NA,NA,NA,NA
"AUS",2002,"Male","42",101849,0.57675558,0.2909728,0.28578278,0.008998638,13.017442
"AUS",2003,"Male","42",103556,0.57029057,0.29788929,0.2724013,0.044692989,12.834065
"AUS",2004,"Male","42",105077,0.58061689,0.30495739,0.2756595,0.050459933,11.998007
"AUS",2005,"Male","42",107301,0.60209179,0.32348728,0.27860451,0.074544735,12.154552
"AUS",2006,"Male","42",104879,0.6190567,0.33267689,0.28637978,0.074786529,12.285219
"AUS",2007,"Male","42",104897,0.62849987,0.34696192,0.28153801,0.10409534,11.587021
"AUS",2008,"Male","42",107440,0.66200876,0.3141942,0.34781462,-0.050785456,11.900539
"AUS",2009,"Male","42",108431,0.6111297,0.27447978,0.33664992,-0.10172988,12.906435
"AUS",2010,"Male","42",113402,0.60685062,0.32860318,0.27824742,0.082978845,12.427688
"AUS",2011,"Male","42",116897,0.61043346,0.327012,0.28342149,0.071409121,12.40012
"AUS",2012,"Male","42",125249,0.62207127,0.30611229,0.31595901,-0.015828921,13.27269
"AUS",2013,"Male","42",126145,0.60929012,0.2759257,0.3333644,-0.094271511,13.853097
"AUS",2014,"Male","42",121486,0.61232758,0.27924442,0.33308321,-0.087924816,14.272956
"AUS",2015,"Male","42",118510,0.6183157,0.27407658,0.34423912,-0.11347365,13.82833
"AUS",2016,"Male","42",117155,0.58960807,0.28692338,0.30268469,-0.026731852,13.456687
"AUS",2017,"Male","42",116058,0.56218338,0.30344021,0.2587432,0.079506114,13.321402
"AUS",2018,"Male","42",117250,0.55879402,0.28977922,0.26901481,0.037159327,13.178773
"AUS",2019,"Male","42",120015,0.57450008,0.27614588,0.29835421,-0.038656797,12.213281
"AUS",2020,"Male","42",123442,0.59893215,0.29382798,0.3051042,-0.0188272,12.462149
"AUS",2021,"Male","42",125952,0.64416885,0.34612179,0.2980471,0.074630573,11.606892
"AUS",2022,"Male","42",NA,NA,NA,NA,NA,NA
"AUS",2002,"All genders","43",188758,0.63390541,0.33405402,0.29985139,0.053955425,11.598589
"AUS",2003,"All genders","43",196209,0.63087231,0.33664951,0.2942228,0.067250863,11.41732
"AUS",2004,"All genders","43",201049,0.6401844,0.34488869,0.29529572,0.077466697,10.809974
"AUS",2005,"All genders","43",206954,0.66434187,0.36921489,0.295127,0.11152073,10.735333
"AUS",2006,"All genders","43",207006,0.6752367,0.37192729,0.30330938,0.10162053,10.918319
"AUS",2007,"All genders","43",203302,0.6890831,0.3912189,0.2978642,0.13547669,10.369313
"AUS",2008,"All genders","43",204182,0.71388721,0.3623338,0.35155341,0.015100976,10.862908
"AUS",2009,"All genders","43",204668,0.66352963,0.31665531,0.3468743,-0.045542788,11.789075
"AUS",2010,"All genders","43",207333,0.66534811,0.3661319,0.29921621,0.10057245,11.383957
"AUS",2011,"All genders","43",220197,0.66375291,0.36329308,0.3004598,0.094663657,11.53181
"AUS",2012,"All genders","43",224810,0.6605072,0.3305254,0.3299818,0.00082299538,11.973739
"AUS",2013,"All genders","43",239389,0.65249944,0.31913,0.3333694,-0.021822855,12.512286
"AUS",2014,"All genders","43",239461,0.65530097,0.32220459,0.33309639,-0.016621057,12.767678
"AUS",2015,"All genders","43",230249,0.65618026,0.32472321,0.33145708,-0.010262217,12.317938
"AUS",2016,"All genders","43",226006,0.6365062,0.3352834,0.3012228,0.05351181,12.191925
"AUS",2017,"All genders","43",224936,0.62311608,0.3442843,0.27883181,0.1050406,12.134129
"AUS",2018,"All genders","43",223881,0.61335659,0.3306275,0.28272909,0.078092277,12.194267
"AUS",2019,"All genders","43",227457,0.62471962,0.3166582,0.30806139,0.013761066,11.209276
"AUS",2020,"All genders","43",232776,0.63262844,0.33284509,0.29978332,0.052260965,11.370134
"AUS",2021,"All genders","43",236594,0.69704908,0.3821058,0.31494328,0.096352629,10.687795
"AUS",2022,"All genders","43",NA,NA,NA,NA,NA,NA
"AUS",2002,"Female","43",90764,0.69831753,0.37729499,0.32102251,0.080582939,10.302176
"AUS",2003,"Female","43",93839,0.70582581,0.38011459,0.32571119,0.07707765,10.427921
"AUS",2004,"Female","43",95988,0.71839422,0.38569871,0.33269548,0.073780134,9.9935503
"AUS",2005,"Female","43",98225,0.73412788,0.4137077,0.32042021,0.12707254,9.9577532
"AUS",2006,"Female","43",98716,0.7495032,0.42176199,0.32774121,0.12544414,10.069373
"AUS",2007,"Female","43",97310,0.75838232,0.43212512,0.3262572,0.13959703,9.6114187
"AUS",2008,"Female","43",98079,0.77459139,0.4124136,0.36217779,0.064854592,9.8497066
"AUS",2009,"Female","43",98300,0.71482372,0.35777611,0.35704762,0.0010191156,10.706797
"AUS",2010,"Female","43",99037,0.72751427,0.396595,0.33091933,0.090274073,10.606482
"AUS",2011,"Female","43",105210,0.7297492,0.40394071,0.3258085,0.10706721,10.485209
"AUS",2012,"Female","43",106927,0.71078199,0.36397171,0.34681028,0.024144433,11.077581
"AUS",2013,"Female","43",114362,0.7108469,0.3643932,0.3464537,0.02523681,11.240969
"AUS",2014,"Female","43",113999,0.70324612,0.36768818,0.33555791,0.045688517,11.308203
"AUS",2015,"Female","43",109857,0.70408911,0.37196451,0.33212459,0.056583639,10.876882
"AUS",2016,"Female","43",108304,0.6880846,0.38300037,0.3050842,0.11323633,10.643122
"AUS",2017,"Female","43",107861,0.68343359,0.38843819,0.2949954,0.1367255,10.870275
"AUS",2018,"Female","43",107379,0.66600889,0.37710279,0.2889061,0.1324257,10.910222
"AUS",2019,"Female","43",109842,0.67833048,0.3579931,0.32033738,0.055512339,10.09284
"AUS",2020,"Female","43",112242,0.68378067,0.37366343,0.3101173,0.092933483,10.268471
"AUS",2021,"Female","43",115373,0.76208311,0.42046842,0.34161469,0.10347129,9.8411646
"AUS",2022,"Female","43",NA,NA,NA,NA,NA,NA
"AUS",2002,"Male","43",97994,0.56495392,0.28428659,0.2806673,0.0064063338,12.982954
"AUS",2003,"Male","43",102370,0.55468702,0.28664398,0.26804301,0.033534173,12.981707
"AUS",2004,"Male","43",105061,0.5607233,0.2966947,0.26402861,0.058257055,11.985854
"AUS",2005,"Male","43",108729,0.58729547,0.31481358,0.27248189,0.07207904,12.272559
"AUS",2006,"Male","43",108290,0.5985499,0.31828648,0.28026339,0.063525334,12.166541
"AUS",2007,"Male","43",105992,0.61280251,0.3414059,0.27139661,0.11424446,11.897703
"AUS",2008,"Male","43",106103,0.64940727,0.3060407,0.34336659,-0.057476856,11.915135
"AUS",2009,"Male","43",106368,0.6096105,0.27111769,0.33849281,-0.11052159,12.973703
"AUS",2010,"Male","43",108296,0.59998512,0.3287034,0.27128172,0.095705181,12.673593
"AUS",2011,"Male","43",114987,0.59588253,0.3198939,0.27598858,0.073681161,12.973231
"AUS",2012,"Male","43",117883,0.60806561,0.29279608,0.3152695,-0.036958881,13.184384
"AUS",2013,"Male","43",125027,0.5921908,0.26910588,0.32308492,-0.091151431,13.805351
"AUS",2014,"Male","43",125462,0.60413069,0.2730746,0.33105609,-0.095975079,14.320944
"AUS",2015,"Male","43",120392,0.60564244,0.27159461,0.33404779,-0.1031189,13.687618
"AUS",2016,"Male","43",117702,0.58255768,0.28327888,0.2992788,-0.027464943,13.750794
"AUS",2017,"Male","43",117075,0.56215382,0.29673761,0.2654162,0.05571679,13.567774
"AUS",2018,"Male","43",116502,0.55823523,0.28102592,0.27720931,0.0068369112,13.518838
"AUS",2019,"Male","43",117615,0.56723297,0.269494,0.297739,-0.049794357,12.342981
"AUS",2020,"Male","43",120534,0.5797835,0.28796861,0.29181489,-0.0066340067,12.425137
"AUS",2021,"Male","43",121221,0.628066,0.3368502,0.29121581,0.072658591,11.660345
"AUS",2022,"Male","43",NA,NA,NA,NA,NA,NA
"AUS",2002,"All genders","44",188611,0.60199362,0.31501952,0.2869741,0.046587564,11.585237
