"","date","series","value"
"583",1996-04-24,"Cash Rate Target",7.5
"584",1996-04-26,"Cash Rate Target",7.5
"585",1996-04-29,"Cash Rate Target",7.5
"586",1996-04-30,"Cash Rate Target",7.5
"587",1996-05-01,"Cash Rate Target",7.5
"588",1996-05-02,"Cash Rate Target",7.5
"589",1996-05-03,"Cash Rate Target",7.5
"590",1996-05-06,"Cash Rate Target",7.5
"591",1996-05-07,"Cash Rate Target",7.5
"592",1996-05-08,"Cash Rate Target",7.5
"593",1996-05-09,"Cash Rate Target",7.5
"594",1996-05-10,"Cash Rate Target",7.5
"595",1996-05-13,"Cash Rate Target",7.5
"596",1996-05-14,"Cash Rate Target",7.5
"597",1996-05-15,"Cash Rate Target",7.5
"598",1996-05-16,"Cash Rate Target",7.5
"599",1996-05-17,"Cash Rate Target",7.5
"600",1996-05-20,"Cash Rate Target",7.5
"601",1996-05-21,"Cash Rate Target",7.5
"602",1996-05-22,"Cash Rate Target",7.5
"603",1996-05-23,"Cash Rate Target",7.5
"604",1996-05-24,"Cash Rate Target",7.5
"605",1996-05-27,"Cash Rate Target",7.5
"606",1996-05-28,"Cash Rate Target",7.5
"607",1996-05-29,"Cash Rate Target",7.5
"608",1996-05-30,"Cash Rate Target",7.5
"609",1996-05-31,"Cash Rate Target",7.5
"610",1996-06-03,"Cash Rate Target",7.5
"611",1996-06-04,"Cash Rate Target",7.5
"612",1996-06-05,"Cash Rate Target",7.5
"613",1996-06-06,"Cash Rate Target",7.5
"614",1996-06-07,"Cash Rate Target",7.5
"615",1996-06-11,"Cash Rate Target",7.5
"616",1996-06-12,"Cash Rate Target",7.5
"617",1996-06-13,"Cash Rate Target",7.5
"618",1996-06-14,"Cash Rate Target",7.5
"619",1996-06-17,"Cash Rate Target",7.5
"620",1996-06-18,"Cash Rate Target",7.5
"621",1996-06-19,"Cash Rate Target",7.5
"622",1996-06-20,"Cash Rate Target",7.5
"623",1996-06-21,"Cash Rate Target",7.5
"624",1996-06-24,"Cash Rate Target",7.5
"625",1996-06-25,"Cash Rate Target",7.5
"626",1996-06-26,"Cash Rate Target",7.5
"627",1996-06-27,"Cash Rate Target",7.5
"628",1996-06-28,"Cash Rate Target",7.5
"629",1996-07-01,"Cash Rate Target",7.5
"630",1996-07-02,"Cash Rate Target",7.5
"631",1996-07-03,"Cash Rate Target",7.5
"632",1996-07-04,"Cash Rate Target",7.5
"633",1996-07-05,"Cash Rate Target",7.5
"634",1996-07-08,"Cash Rate Target",7.5
"635",1996-07-09,"Cash Rate Target",7.5
"636",1996-07-10,"Cash Rate Target",7.5
"637",1996-07-11,"Cash Rate Target",7.5
"638",1996-07-12,"Cash Rate Target",7.5
"639",1996-07-15,"Cash Rate Target",7.5
"640",1996-07-16,"Cash Rate Target",7.5
"641",1996-07-17,"Cash Rate Target",7.5
"642",1996-07-18,"Cash Rate Target",7.5
"643",1996-07-19,"Cash Rate Target",7.5
"644",1996-07-22,"Cash Rate Target",7.5
"645",1996-07-23,"Cash Rate Target",7.5
"646",1996-07-24,"Cash Rate Target",7.5
"647",1996-07-25,"Cash Rate Target",7.5
"648",1996-07-26,"Cash Rate Target",7.5
"649",1996-07-29,"Cash Rate Target",7.5
"650",1996-07-30,"Cash Rate Target",7.5
"651",1996-07-31,"Cash Rate Target",7
"652",1996-08-01,"Cash Rate Target",7
"653",1996-08-02,"Cash Rate Target",7
"654",1996-08-05,"Cash Rate Target",7
"655",1996-08-06,"Cash Rate Target",7
"656",1996-08-07,"Cash Rate Target",7
"657",1996-08-08,"Cash Rate Target",7
"658",1996-08-09,"Cash Rate Target",7
"659",1996-08-12,"Cash Rate Target",7
"660",1996-08-13,"Cash Rate Target",7
"661",1996-08-14,"Cash Rate Target",7
"662",1996-08-15,"Cash Rate Target",7
"663",1996-08-16,"Cash Rate Target",7
"664",1996-08-19,"Cash Rate Target",7
"665",1996-08-20,"Cash Rate Target",7
"666",1996-08-21,"Cash Rate Target",7
"667",1996-08-22,"Cash Rate Target",7
"668",1996-08-23,"Cash Rate Target",7
"669",1996-08-26,"Cash Rate Target",7
"670",1996-08-27,"Cash Rate Target",7
"671",1996-08-28,"Cash Rate Target",7
"672",1996-08-29,"Cash Rate Target",7
"673",1996-08-30,"Cash Rate Target",7
"674",1996-09-02,"Cash Rate Target",7
"675",1996-09-03,"Cash Rate Target",7
"676",1996-09-04,"Cash Rate Target",7
"677",1996-09-05,"Cash Rate Target",7
"678",1996-09-06,"Cash Rate Target",7
"679",1996-09-09,"Cash Rate Target",7
"680",1996-09-10,"Cash Rate Target",7
"681",1996-09-11,"Cash Rate Target",7
"682",1996-09-12,"Cash Rate Target",7
"683",1996-09-13,"Cash Rate Target",7
"684",1996-09-16,"Cash Rate Target",7
"685",1996-09-17,"Cash Rate Target",7
"686",1996-09-18,"Cash Rate Target",7
"687",1996-09-19,"Cash Rate Target",7
"688",1996-09-20,"Cash Rate Target",7
"689",1996-09-23,"Cash Rate Target",7
"690",1996-09-24,"Cash Rate Target",7
"691",1996-09-25,"Cash Rate Target",7
"692",1996-09-26,"Cash Rate Target",7
"693",1996-09-27,"Cash Rate Target",7
"694",1996-09-30,"Cash Rate Target",7
"695",1996-10-01,"Cash Rate Target",7
"696",1996-10-02,"Cash Rate Target",7
"697",1996-10-03,"Cash Rate Target",7
"698",1996-10-04,"Cash Rate Target",7
"699",1996-10-07,"Cash Rate Target",7
"700",1996-10-08,"Cash Rate Target",7
"701",1996-10-09,"Cash Rate Target",7
"702",1996-10-10,"Cash Rate Target",7
"703",1996-10-11,"Cash Rate Target",7
"704",1996-10-14,"Cash Rate Target",7
"705",1996-10-15,"Cash Rate Target",7
"706",1996-10-16,"Cash Rate Target",7
"707",1996-10-17,"Cash Rate Target",7
"708",1996-10-18,"Cash Rate Target",7
"709",1996-10-21,"Cash Rate Target",7
"710",1996-10-22,"Cash Rate Target",7
"711",1996-10-23,"Cash Rate Target",7
"712",1996-10-24,"Cash Rate Target",7
"713",1996-10-25,"Cash Rate Target",7
"714",1996-10-28,"Cash Rate Target",7
"715",1996-10-29,"Cash Rate Target",7
"716",1996-10-30,"Cash Rate Target",7
"717",1996-10-31,"Cash Rate Target",7
"718",1996-11-01,"Cash Rate Target",7
"719",1996-11-04,"Cash Rate Target",7
"720",1996-11-05,"Cash Rate Target",7
"721",1996-11-06,"Cash Rate Target",6.5
"722",1996-11-07,"Cash Rate Target",6.5
"723",1996-11-08,"Cash Rate Target",6.5
"724",1996-11-11,"Cash Rate Target",6.5
"725",1996-11-12,"Cash Rate Target",6.5
"726",1996-11-13,"Cash Rate Target",6.5
"727",1996-11-14,"Cash Rate Target",6.5
"728",1996-11-15,"Cash Rate Target",6.5
"729",1996-11-18,"Cash Rate Target",6.5
"730",1996-11-19,"Cash Rate Target",6.5
"731",1996-11-20,"Cash Rate Target",6.5
"732",1996-11-21,"Cash Rate Target",6.5
"733",1996-11-22,"Cash Rate Target",6.5
"734",1996-11-25,"Cash Rate Target",6.5
"735",1996-11-26,"Cash Rate Target",6.5
"736",1996-11-27,"Cash Rate Target",6.5
"737",1996-11-28,"Cash Rate Target",6.5
"738",1996-11-29,"Cash Rate Target",6.5
"739",1996-12-02,"Cash Rate Target",6.5
"740",1996-12-03,"Cash Rate Target",6.5
"741",1996-12-04,"Cash Rate Target",6.5
"742",1996-12-05,"Cash Rate Target",6.5
"743",1996-12-06,"Cash Rate Target",6.5
"744",1996-12-09,"Cash Rate Target",6.5
"745",1996-12-10,"Cash Rate Target",6.5
"746",1996-12-11,"Cash Rate Target",6
"747",1996-12-12,"Cash Rate Target",6
"748",1996-12-13,"Cash Rate Target",6
"749",1996-12-16,"Cash Rate Target",6
"750",1996-12-17,"Cash Rate Target",6
"751",1996-12-18,"Cash Rate Target",6
"752",1996-12-19,"Cash Rate Target",6
"753",1996-12-20,"Cash Rate Target",6
"754",1996-12-23,"Cash Rate Target",6
"755",1996-12-24,"Cash Rate Target",6
"756",1996-12-27,"Cash Rate Target",6
"757",1996-12-30,"Cash Rate Target",6
"758",1996-12-31,"Cash Rate Target",6
"759",1997-01-02,"Cash Rate Target",6
"760",1997-01-03,"Cash Rate Target",6
"761",1997-01-06,"Cash Rate Target",6
"762",1997-01-07,"Cash Rate Target",6
"763",1997-01-08,"Cash Rate Target",6
"764",1997-01-09,"Cash Rate Target",6
"765",1997-01-10,"Cash Rate Target",6
"766",1997-01-13,"Cash Rate Target",6
"767",1997-01-14,"Cash Rate Target",6
"768",1997-01-15,"Cash Rate Target",6
"769",1997-01-16,"Cash Rate Target",6
"770",1997-01-17,"Cash Rate Target",6
"771",1997-01-20,"Cash Rate Target",6
"772",1997-01-21,"Cash Rate Target",6
"773",1997-01-22,"Cash Rate Target",6
"774",1997-01-23,"Cash Rate Target",6
"775",1997-01-24,"Cash Rate Target",6
"776",1997-01-28,"Cash Rate Target",6
"777",1997-01-29,"Cash Rate Target",6
"778",1997-01-30,"Cash Rate Target",6
"779",1997-01-31,"Cash Rate Target",6
"780",1997-02-03,"Cash Rate Target",6
"781",1997-02-04,"Cash Rate Target",6
"782",1997-02-05,"Cash Rate Target",6
"783",1997-02-06,"Cash Rate Target",6
"784",1997-02-07,"Cash Rate Target",6
"785",1997-02-10,"Cash Rate Target",6
"786",1997-02-11,"Cash Rate Target",6
"787",1997-02-12,"Cash Rate Target",6
"788",1997-02-13,"Cash Rate Target",6
"789",1997-02-14,"Cash Rate Target",6
"790",1997-02-17,"Cash Rate Target",6
"791",1997-02-18,"Cash Rate Target",6
"792",1997-02-19,"Cash Rate Target",6
"793",1997-02-20,"Cash Rate Target",6
"794",1997-02-21,"Cash Rate Target",6
"795",1997-02-24,"Cash Rate Target",6
"796",1997-02-25,"Cash Rate Target",6
"797",1997-02-26,"Cash Rate Target",6
"798",1997-02-27,"Cash Rate Target",6
"799",1997-02-28,"Cash Rate Target",6
"800",1997-03-03,"Cash Rate Target",6
"801",1997-03-04,"Cash Rate Target",6
"802",1997-03-05,"Cash Rate Target",6
"803",1997-03-06,"Cash Rate Target",6
"804",1997-03-07,"Cash Rate Target",6
"805",1997-03-10,"Cash Rate Target",6
"806",1997-03-11,"Cash Rate Target",6
"807",1997-03-12,"Cash Rate Target",6
"808",1997-03-13,"Cash Rate Target",6
"809",1997-03-14,"Cash Rate Target",6
"810",1997-03-17,"Cash Rate Target",6
"811",1997-03-18,"Cash Rate Target",6
"812",1997-03-19,"Cash Rate Target",6
"813",1997-03-20,"Cash Rate Target",6
"814",1997-03-21,"Cash Rate Target",6
"815",1997-03-24,"Cash Rate Target",6
"816",1997-03-25,"Cash Rate Target",6
"817",1997-03-26,"Cash Rate Target",6
"818",1997-03-27,"Cash Rate Target",6
"819",1997-04-01,"Cash Rate Target",6
"820",1997-04-02,"Cash Rate Target",6
"821",1997-04-03,"Cash Rate Target",6
"822",1997-04-04,"Cash Rate Target",6
"823",1997-04-07,"Cash Rate Target",6
"824",1997-04-08,"Cash Rate Target",6
"825",1997-04-09,"Cash Rate Target",6
"826",1997-04-10,"Cash Rate Target",6
"827",1997-04-11,"Cash Rate Target",6
"828",1997-04-14,"Cash Rate Target",6
"829",1997-04-15,"Cash Rate Target",6
"830",1997-04-16,"Cash Rate Target",6
"831",1997-04-17,"Cash Rate Target",6
"832",1997-04-18,"Cash Rate Target",6
"833",1997-04-21,"Cash Rate Target",6
"834",1997-04-22,"Cash Rate Target",6
"835",1997-04-23,"Cash Rate Target",6
"836",1997-04-24,"Cash Rate Target",6
"837",1997-04-28,"Cash Rate Target",6
"838",1997-04-29,"Cash Rate Target",6
"839",1997-04-30,"Cash Rate Target",6
"840",1997-05-01,"Cash Rate Target",6
"841",1997-05-02,"Cash Rate Target",6
"842",1997-05-05,"Cash Rate Target",6
"843",1997-05-06,"Cash Rate Target",6
"844",1997-05-07,"Cash Rate Target",6
"845",1997-05-08,"Cash Rate Target",6
"846",1997-05-09,"Cash Rate Target",6
"847",1997-05-12,"Cash Rate Target",6
"848",1997-05-13,"Cash Rate Target",6
"849",1997-05-14,"Cash Rate Target",6
"850",1997-05-15,"Cash Rate Target",6
"851",1997-05-16,"Cash Rate Target",6
"852",1997-05-19,"Cash Rate Target",6
"853",1997-05-20,"Cash Rate Target",6
"854",1997-05-21,"Cash Rate Target",6
"855",1997-05-22,"Cash Rate Target",6
"856",1997-05-23,"Cash Rate Target",5.5
"857",1997-05-26,"Cash Rate Target",5.5
"858",1997-05-27,"Cash Rate Target",5.5
"859",1997-05-28,"Cash Rate Target",5.5
"860",1997-05-29,"Cash Rate Target",5.5
"861",1997-05-30,"Cash Rate Target",5.5
"862",1997-06-02,"Cash Rate Target",5.5
"863",1997-06-03,"Cash Rate Target",5.5
"864",1997-06-04,"Cash Rate Target",5.5
"865",1997-06-05,"Cash Rate Target",5.5
"866",1997-06-06,"Cash Rate Target",5.5
"867",1997-06-10,"Cash Rate Target",5.5
"868",1997-06-11,"Cash Rate Target",5.5
"869",1997-06-12,"Cash Rate Target",5.5
"870",1997-06-13,"Cash Rate Target",5.5
"871",1997-06-16,"Cash Rate Target",5.5
"872",1997-06-17,"Cash Rate Target",5.5
"873",1997-06-18,"Cash Rate Target",5.5
"874",1997-06-19,"Cash Rate Target",5.5
"875",1997-06-20,"Cash Rate Target",5.5
"876",1997-06-23,"Cash Rate Target",5.5
"877",1997-06-24,"Cash Rate Target",5.5
"878",1997-06-25,"Cash Rate Target",5.5
"879",1997-06-26,"Cash Rate Target",5.5
"880",1997-06-27,"Cash Rate Target",5.5
"881",1997-06-30,"Cash Rate Target",5.5
"882",1997-07-01,"Cash Rate Target",5.5
"883",1997-07-02,"Cash Rate Target",5.5
"884",1997-07-03,"Cash Rate Target",5.5
"885",1997-07-04,"Cash Rate Target",5.5
"886",1997-07-07,"Cash Rate Target",5.5
"887",1997-07-08,"Cash Rate Target",5.5
"888",1997-07-09,"Cash Rate Target",5.5
"889",1997-07-10,"Cash Rate Target",5.5
"890",1997-07-11,"Cash Rate Target",5.5
"891",1997-07-14,"Cash Rate Target",5.5
"892",1997-07-15,"Cash Rate Target",5.5
"893",1997-07-16,"Cash Rate Target",5.5
"894",1997-07-17,"Cash Rate Target",5.5
"895",1997-07-18,"Cash Rate Target",5.5
"896",1997-07-21,"Cash Rate Target",5.5
"897",1997-07-22,"Cash Rate Target",5.5
"898",1997-07-23,"Cash Rate Target",5.5
"899",1997-07-24,"Cash Rate Target",5.5
"900",1997-07-25,"Cash Rate Target",5.5
"901",1997-07-28,"Cash Rate Target",5.5
"902",1997-07-29,"Cash Rate Target",5.5
"903",1997-07-30,"Cash Rate Target",5
"904",1997-07-31,"Cash Rate Target",5
"905",1997-08-01,"Cash Rate Target",5
"906",1997-08-04,"Cash Rate Target",5
"907",1997-08-05,"Cash Rate Target",5
"908",1997-08-06,"Cash Rate Target",5
"909",1997-08-07,"Cash Rate Target",5
"910",1997-08-08,"Cash Rate Target",5
"911",1997-08-11,"Cash Rate Target",5
"912",1997-08-12,"Cash Rate Target",5
"913",1997-08-13,"Cash Rate Target",5
"914",1997-08-14,"Cash Rate Target",5
"915",1997-08-15,"Cash Rate Target",5
"916",1997-08-18,"Cash Rate Target",5
"917",1997-08-19,"Cash Rate Target",5
"918",1997-08-20,"Cash Rate Target",5
"919",1997-08-21,"Cash Rate Target",5
"920",1997-08-22,"Cash Rate Target",5
"921",1997-08-25,"Cash Rate Target",5
"922",1997-08-26,"Cash Rate Target",5
"923",1997-08-27,"Cash Rate Target",5
"924",1997-08-28,"Cash Rate Target",5
"925",1997-08-29,"Cash Rate Target",5
"926",1997-09-01,"Cash Rate Target",5
"927",1997-09-02,"Cash Rate Target",5
"928",1997-09-03,"Cash Rate Target",5
"929",1997-09-04,"Cash Rate Target",5
"930",1997-09-05,"Cash Rate Target",5
"931",1997-09-08,"Cash Rate Target",5
"932",1997-09-09,"Cash Rate Target",5
"933",1997-09-10,"Cash Rate Target",5
"934",1997-09-11,"Cash Rate Target",5
"935",1997-09-12,"Cash Rate Target",5
"936",1997-09-15,"Cash Rate Target",5
"937",1997-09-16,"Cash Rate Target",5
"938",1997-09-17,"Cash Rate Target",5
"939",1997-09-18,"Cash Rate Target",5
"940",1997-09-19,"Cash Rate Target",5
"941",1997-09-22,"Cash Rate Target",5
"942",1997-09-23,"Cash Rate Target",5
"943",1997-09-24,"Cash Rate Target",5
"944",1997-09-25,"Cash Rate Target",5
"945",1997-09-26,"Cash Rate Target",5
"946",1997-09-29,"Cash Rate Target",5
"947",1997-09-30,"Cash Rate Target",5
"948",1997-10-01,"Cash Rate Target",5
"949",1997-10-02,"Cash Rate Target",5
"950",1997-10-03,"Cash Rate Target",5
"951",1997-10-06,"Cash Rate Target",5
"952",1997-10-07,"Cash Rate Target",5
"953",1997-10-08,"Cash Rate Target",5
"954",1997-10-09,"Cash Rate Target",5
"955",1997-10-10,"Cash Rate Target",5
"956",1997-10-13,"Cash Rate Target",5
"957",1997-10-14,"Cash Rate Target",5
"958",1997-10-15,"Cash Rate Target",5
"959",1997-10-16,"Cash Rate Target",5
"960",1997-10-17,"Cash Rate Target",5
"961",1997-10-20,"Cash Rate Target",5
"962",1997-10-21,"Cash Rate Target",5
"963",1997-10-22,"Cash Rate Target",5
"964",1997-10-23,"Cash Rate Target",5
"965",1997-10-24,"Cash Rate Target",5
"966",1997-10-27,"Cash Rate Target",5
"967",1997-10-28,"Cash Rate Target",5
"968",1997-10-29,"Cash Rate Target",5
"969",1997-10-30,"Cash Rate Target",5
"970",1997-10-31,"Cash Rate Target",5
"971",1997-11-03,"Cash Rate Target",5
"972",1997-11-04,"Cash Rate Target",5
"973",1997-11-05,"Cash Rate Target",5
"974",1997-11-06,"Cash Rate Target",5
"975",1997-11-07,"Cash Rate Target",5
"976",1997-11-10,"Cash Rate Target",5
"977",1997-11-11,"Cash Rate Target",5
"978",1997-11-12,"Cash Rate Target",5
"979",1997-11-13,"Cash Rate Target",5
"980",1997-11-14,"Cash Rate Target",5
"981",1997-11-17,"Cash Rate Target",5
"982",1997-11-18,"Cash Rate Target",5
"983",1997-11-19,"Cash Rate Target",5
"984",1997-11-20,"Cash Rate Target",5
"985",1997-11-21,"Cash Rate Target",5
"986",1997-11-24,"Cash Rate Target",5
"987",1997-11-25,"Cash Rate Target",5
"988",1997-11-26,"Cash Rate Target",5
"989",1997-11-27,"Cash Rate Target",5
"990",1997-11-28,"Cash Rate Target",5
"991",1997-12-01,"Cash Rate Target",5
"992",1997-12-02,"Cash Rate Target",5
"993",1997-12-03,"Cash Rate Target",5
"994",1997-12-04,"Cash Rate Target",5
"995",1997-12-05,"Cash Rate Target",5
"996",1997-12-08,"Cash Rate Target",5
"997",1997-12-09,"Cash Rate Target",5
"998",1997-12-10,"Cash Rate Target",5
"999",1997-12-11,"Cash Rate Target",5
"1000",1997-12-12,"Cash Rate Target",5
"1001",1997-12-15,"Cash Rate Target",5
"1002",1997-12-16,"Cash Rate Target",5
"1003",1997-12-17,"Cash Rate Target",5
"1004",1997-12-18,"Cash Rate Target",5
"1005",1997-12-19,"Cash Rate Target",5
"1006",1997-12-22,"Cash Rate Target",5
"1007",1997-12-23,"Cash Rate Target",5
"1008",1997-12-24,"Cash Rate Target",5
"1009",1997-12-29,"Cash Rate Target",5
"1010",1997-12-30,"Cash Rate Target",5
"1011",1997-12-31,"Cash Rate Target",5
"1012",1998-01-02,"Cash Rate Target",5
"1013",1998-01-05,"Cash Rate Target",5
"1014",1998-01-06,"Cash Rate Target",5
"1015",1998-01-07,"Cash Rate Target",5
"1016",1998-01-08,"Cash Rate Target",5
"1017",1998-01-09,"Cash Rate Target",5
"1018",1998-01-12,"Cash Rate Target",5
"1019",1998-01-13,"Cash Rate Target",5
"1020",1998-01-14,"Cash Rate Target",5
"1021",1998-01-15,"Cash Rate Target",5
"1022",1998-01-16,"Cash Rate Target",5
"1023",1998-01-19,"Cash Rate Target",5
"1024",1998-01-20,"Cash Rate Target",5
"1025",1998-01-21,"Cash Rate Target",5
"1026",1998-01-22,"Cash Rate Target",5
"1027",1998-01-23,"Cash Rate Target",5
"1028",1998-01-27,"Cash Rate Target",5
"1029",1998-01-28,"Cash Rate Target",5
"1030",1998-01-29,"Cash Rate Target",5
"1031",1998-01-30,"Cash Rate Target",5
"1032",1998-02-02,"Cash Rate Target",5
"1033",1998-02-03,"Cash Rate Target",5
"1034",1998-02-04,"Cash Rate Target",5
"1035",1998-02-05,"Cash Rate Target",5
"1036",1998-02-06,"Cash Rate Target",5
"1037",1998-02-09,"Cash Rate Target",5
"1038",1998-02-10,"Cash Rate Target",5
"1039",1998-02-11,"Cash Rate Target",5
"1040",1998-02-12,"Cash Rate Target",5
"1041",1998-02-13,"Cash Rate Target",5
"1042",1998-02-16,"Cash Rate Target",5
"1043",1998-02-17,"Cash Rate Target",5
"1044",1998-02-18,"Cash Rate Target",5
"1045",1998-02-19,"Cash Rate Target",5
"1046",1998-02-20,"Cash Rate Target",5
"1047",1998-02-23,"Cash Rate Target",5
"1048",1998-02-24,"Cash Rate Target",5
"1049",1998-02-25,"Cash Rate Target",5
"1050",1998-02-26,"Cash Rate Target",5
"1051",1998-02-27,"Cash Rate Target",5
"1052",1998-03-02,"Cash Rate Target",5
"1053",1998-03-03,"Cash Rate Target",5
"1054",1998-03-04,"Cash Rate Target",5
"1055",1998-03-05,"Cash Rate Target",5
"1056",1998-03-06,"Cash Rate Target",5
"1057",1998-03-09,"Cash Rate Target",5
"1058",1998-03-10,"Cash Rate Target",5
"1059",1998-03-11,"Cash Rate Target",5
"1060",1998-03-12,"Cash Rate Target",5
"1061",1998-03-13,"Cash Rate Target",5
"1062",1998-03-16,"Cash Rate Target",5
"1063",1998-03-17,"Cash Rate Target",5
"1064",1998-03-18,"Cash Rate Target",5
"1065",1998-03-19,"Cash Rate Target",5
"1066",1998-03-20,"Cash Rate Target",5
"1067",1998-03-23,"Cash Rate Target",5
"1068",1998-03-24,"Cash Rate Target",5
"1069",1998-03-25,"Cash Rate Target",5
"1070",1998-03-26,"Cash Rate Target",5
"1071",1998-03-27,"Cash Rate Target",5
"1072",1998-03-30,"Cash Rate Target",5
"1073",1998-03-31,"Cash Rate Target",5
"1074",1998-04-01,"Cash Rate Target",5
"1075",1998-04-02,"Cash Rate Target",5
"1076",1998-04-03,"Cash Rate Target",5
"1077",1998-04-06,"Cash Rate Target",5
"1078",1998-04-07,"Cash Rate Target",5
"1079",1998-04-08,"Cash Rate Target",5
"1080",1998-04-09,"Cash Rate Target",5
"1081",1998-04-14,"Cash Rate Target",5
"1082",1998-04-15,"Cash Rate Target",5
"1083",1998-04-16,"Cash Rate Target",5
"1084",1998-04-17,"Cash Rate Target",5
"1085",1998-04-20,"Cash Rate Target",5
"1086",1998-04-21,"Cash Rate Target",5
"1087",1998-04-22,"Cash Rate Target",5
"1088",1998-04-23,"Cash Rate Target",5
"1089",1998-04-24,"Cash Rate Target",5
"1090",1998-04-27,"Cash Rate Target",5
"1091",1998-04-28,"Cash Rate Target",5
"1092",1998-04-29,"Cash Rate Target",5
"1093",1998-04-30,"Cash Rate Target",5
"1094",1998-05-01,"Cash Rate Target",5
"1095",1998-05-04,"Cash Rate Target",5
"1096",1998-05-05,"Cash Rate Target",5
"1097",1998-05-06,"Cash Rate Target",5
"1098",1998-05-07,"Cash Rate Target",5
"1099",1998-05-08,"Cash Rate Target",5
"1100",1998-05-11,"Cash Rate Target",5
"1101",1998-05-12,"Cash Rate Target",5
"1102",1998-05-13,"Cash Rate Target",5
"1103",1998-05-14,"Cash Rate Target",5
"1104",1998-05-15,"Cash Rate Target",5
"1105",1998-05-18,"Cash Rate Target",5
"1106",1998-05-19,"Cash Rate Target",5
"1107",1998-05-20,"Cash Rate Target",5
"1108",1998-05-21,"Cash Rate Target",5
"1109",1998-05-22,"Cash Rate Target",5
"1110",1998-05-25,"Cash Rate Target",5
"1111",1998-05-26,"Cash Rate Target",5
"1112",1998-05-27,"Cash Rate Target",5
"1113",1998-05-28,"Cash Rate Target",5
"1114",1998-05-29,"Cash Rate Target",5
"1115",1998-06-01,"Cash Rate Target",5
"1116",1998-06-02,"Cash Rate Target",5
"1117",1998-06-03,"Cash Rate Target",5
"1118",1998-06-04,"Cash Rate Target",5
"1119",1998-06-05,"Cash Rate Target",5
"1120",1998-06-09,"Cash Rate Target",5
"1121",1998-06-10,"Cash Rate Target",5
"1122",1998-06-11,"Cash Rate Target",5
"1123",1998-06-12,"Cash Rate Target",5
"1124",1998-06-15,"Cash Rate Target",5
"1125",1998-06-16,"Cash Rate Target",5
"1126",1998-06-17,"Cash Rate Target",5
"1127",1998-06-18,"Cash Rate Target",5
"1128",1998-06-19,"Cash Rate Target",5
"1129",1998-06-22,"Cash Rate Target",5
"1130",1998-06-23,"Cash Rate Target",5
"1131",1998-06-24,"Cash Rate Target",5
"1132",1998-06-25,"Cash Rate Target",5
"1133",1998-06-26,"Cash Rate Target",5
"1134",1998-06-29,"Cash Rate Target",5
"1135",1998-06-30,"Cash Rate Target",5
"1136",1998-07-01,"Cash Rate Target",5
"1137",1998-07-02,"Cash Rate Target",5
"1138",1998-07-03,"Cash Rate Target",5
"1139",1998-07-06,"Cash Rate Target",5
"1140",1998-07-07,"Cash Rate Target",5
"1141",1998-07-08,"Cash Rate Target",5
