EE,EU,UE,EN,UU,UN,NE,NU,NN,EU_j2j,EU_inv,EU_vol,EMP,UNEMP,NILF,AGE_rb,date,,urate,jf rate,sep rate,vol sep sh,urate impl,urate impl w/o,,,,urate,jf rate,sep rate,vol sep sh,implied urate,urate w/out vol seps,,,urate impl,urate impl w/o,,,,
7509977.997,23024.86415,68178.00604,125118.6857,223947.8534,70293.34111,109378.682,72180.05939,1987782.178,5873.627044,22958.52785,12759.01043,10518828.74,475011.5875,2968878.079,35-64,2015.833333,,0.043207066,0.143529143,0.006142892,0.288359369,0.04104235,0.029557212,,,,,,,,,,,,,,,,,
5083085.261,11925.59688,46204.91944,79660.99826,149085.9034,35088.90545,145603.6464,68164.51908,1256344.738,5533.147332,14023.0447,4431.90278,8156819.834,417523.9458,2280922.982,35-64,2016.083333,,0.048694566,0.110664119,0.004402904,0.277472174,0.038263818,0.027943352,,,,,,,,,,,,,,,,,
4268584.529,13768.00346,42558.7877,84679.42484,121512.5853,42579.32534,87473.56421,55406.66956,1159426.626,3708.594633,8564.242225,3199.384665,7406259.626,336603.4778,2182863.021,35-64,2016.583333,,0.04347274,0.126435971,0.003948042,0.236249184,0.030280109,0.023293088,,,,,,,,,,,,,,,,,
4414607.885,11925.74646,38854.74278,85477.13459,105652.2441,29726.14133,93646.84255,49501.52071,1106480.599,2412.203886,9382.147438,3484.975841,7512792.801,303050.9895,2163205.313,35-64,2016.833333,,0.038773931,0.128211899,0.003621167,0.216767644,0.027467817,0.021642546,,,,,,,,,,,,,,,,,
4316560.625,13883.74678,47766.04265,79442.89276,106480.5974,33557.28402,148893.1081,71167.72579,1147429.137,3052.497061,12671.66887,5060.125678,7547298.949,370823.9254,2116014.377,35-64,2017.083333,,0.046832302,0.128810574,0.004593436,0.234008704,0.034432522,0.026589255,,,,,,,,,,,,,,,,,
4396830.508,17487.93928,36392.42801,84846.9056,107830.5634,33933.60192,86675.75917,40487.57871,1056341.273,7063.440473,9371.654061,3556.352668,7576043.285,321771.0533,2098832.837,35-64,2017.583333,,0.040741785,0.113100379,0.004947092,0.28335024,0.041907653,0.030394025,,,,,,,,,,,,,,,,,
4707723.884,17058.99022,56095.50195,74010.65777,119168.7771,36864.97772,140895.7476,58414.26346,1091609.669,4066.948274,13987.15202,5360.846023,7945798.787,359322.8754,2095172.783,35-64,2018.083333,,0.043265215,0.156114475,0.005093753,0.232934948,0.031597351,0.024416936,,,,,,,,,,,,,,,,,
4673942.919,11283.39207,34286.682,84690.61379,119035.376,45880.94007,84164.01793,40222.44208,1127358.393,4791.603313,10849.03266,3791.513849,7830371.998,326526.0097,2105795.613,35-64,2018.583333,,0.04003066,0.105004444,0.003922616,0.279438897,0.0360114,0.026212187,,,,,,,,,,,,,,,,,
4766932.303,9932.176059,48480.41918,61628.62282,113110.5291,32375.04573,144263.7601,59362.88318,1151312.38,5369.06207,8725.984348,6117.751172,8006778.448,339948.1833,2126175.814,35-64,2019.083333,,0.040728324,0.142611202,0.003764932,0.381052356,0.025720939,0.016077491,,,,,,,,,,,,,,,,,
4773047.12,13726.1995,35027.41644,73756.07082,121826.0625,42712.78879,77376.56894,39287.57868,1083390.831,4394.749352,7707.405659,3495.766712,8020687.123,312349.5759,2066419.11,35-64,2019.333333,,0.037483283,0.112141713,0.003656061,0.26907937,0.031572809,0.023274952,,,,,,,,,,,,,,,,,
